"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,4,1,1,1,"level_2",4,25
2,5,1,1,2,"level_2",4,24
3,2,1,1,3,"level_2",4,23
4,3,1,1,4,"level_2",4,26
5,5,1,1,2,"level_2",4,24
6,2,1,1,3,"level_2",4,23
7,4,1,1,1,"level_2",4,25
8,5,1,1,2,"level_2",4,24
9,6,1,1,5,"level_2",4,22
10,1,1,1,6,"level_2",4,27
11,6,1,1,5,"level_2",4,22
12,1,1,1,6,"level_2",4,27
13,2,1,1,3,"level_2",4,23
14,5,1,1,2,"level_2",4,24
15,3,1,1,4,"level_2",4,26
16,6,1,1,5,"level_2",4,22
17,3,1,1,4,"level_2",4,26
18,6,1,1,5,"level_2",4,22
19,1,1,1,6,"level_2",4,27
20,5,1,1,2,"level_2",4,24
21,2,1,1,3,"level_2",4,23
22,4,1,1,1,"level_2",4,25
23,2,1,1,3,"level_2",4,23
24,6,1,1,5,"level_2",4,22
25,3,1,1,4,"level_2",4,26
26,1,1,1,6,"level_2",4,27
27,6,1,1,5,"level_2",4,22
28,1,1,1,6,"level_2",4,27
29,3,1,1,4,"level_2",4,26
30,2,1,1,3,"level_2",4,23
31,5,1,1,2,"level_2",4,24
32,6,1,1,5,"level_2",4,22
33,1,1,1,6,"level_2",4,27
34,6,1,1,5,"level_2",4,22
35,6,1,1,5,"level_2",4,22
36,6,1,1,5,"level_2",4,22
37,3,1,1,4,"level_2",4,26
38,6,1,1,5,"level_2",4,22
39,4,1,1,1,"level_2",4,25
40,6,1,1,5,"level_2",4,22
41,4,1,1,1,"level_2",4,25
42,1,1,1,6,"level_2",4,27
43,6,1,1,5,"level_2",4,22
44,5,1,1,2,"level_2",4,24
45,3,1,1,4,"level_2",4,26
46,2,1,1,3,"level_2",4,23
47,5,1,1,2,"level_2",4,24
48,2,1,1,3,"level_2",4,23
49,6,1,1,5,"level_2",4,22
50,1,1,1,6,"level_2",4,27
51,2,1,1,3,"level_2",4,23
52,2,1,1,3,"level_2",4,23
53,4,1,1,1,"level_2",4,25
54,3,1,1,4,"level_2",4,26
55,1,1,1,6,"level_2",4,27
56,4,1,1,1,"level_2",4,25
57,2,1,1,3,"level_2",4,23
58,3,1,1,4,"level_2",4,26
59,4,1,1,1,"level_2",4,25
60,1,1,1,6,"level_2",4,27
61,3,1,1,4,"level_2",4,26
62,5,1,1,2,"level_2",4,24
63,4,1,1,1,"level_2",4,25
64,1,1,1,6,"level_2",4,27
65,1,1,1,6,"level_2",4,27
66,5,1,1,2,"level_2",4,24
67,5,1,1,2,"level_2",4,24
68,2,1,1,3,"level_2",4,23
69,4,1,1,1,"level_2",4,25
70,5,1,1,2,"level_2",4,24
71,3,1,1,4,"level_2",4,26
72,6,1,1,5,"level_2",4,22
73,4,1,1,1,"level_2",4,25
74,6,1,1,5,"level_2",4,22
75,4,1,1,1,"level_2",4,25
76,2,1,1,3,"level_2",4,23
77,2,1,1,3,"level_2",4,23
78,3,1,1,4,"level_2",4,26
79,2,1,1,3,"level_2",4,23
80,3,1,1,4,"level_2",4,26
81,2,1,1,3,"level_2",4,23
82,2,1,1,3,"level_2",4,23
83,2,1,1,3,"level_2",4,23
84,1,1,1,6,"level_2",4,27
85,5,1,1,2,"level_2",4,24
86,3,1,1,4,"level_2",4,26
87,2,1,1,3,"level_2",4,23
88,3,1,1,4,"level_2",4,26
89,2,1,1,3,"level_2",4,23
90,2,1,1,3,"level_2",4,23
91,6,1,1,5,"level_2",4,22
92,3,1,1,4,"level_2",4,26
93,1,1,1,6,"level_2",4,27
94,1,1,1,6,"level_2",4,27
95,6,1,1,5,"level_2",4,22
96,6,1,1,5,"level_2",4,22
97,3,1,1,4,"level_2",4,26
98,4,1,1,1,"level_2",4,25
99,6,1,1,5,"level_2",4,22
100,1,1,1,6,"level_2",4,27
101,3,1,1,4,"level_2",4,26
102,1,1,1,6,"level_2",4,27
103,1,1,1,6,"level_2",4,27
104,1,1,1,6,"level_2",4,27
105,5,1,1,2,"level_2",4,24
106,5,1,1,2,"level_2",4,24
107,3,1,1,4,"level_2",4,26
108,4,1,1,1,"level_2",4,25
109,4,1,1,1,"level_2",4,25
110,4,1,1,1,"level_2",4,25
111,6,1,1,5,"level_2",4,22
112,2,1,1,3,"level_2",4,23
113,3,1,1,4,"level_2",4,26
114,6,1,1,5,"level_2",4,22
115,5,1,1,2,"level_2",4,24
116,5,1,1,2,"level_2",4,24
117,2,1,1,3,"level_2",4,23
118,6,1,1,5,"level_2",4,22
119,3,1,1,4,"level_2",4,26
120,5,1,1,2,"level_2",4,24
121,3,1,1,4,"level_2",4,26
122,1,1,1,6,"level_2",4,27
123,5,1,1,2,"level_2",4,24
124,6,1,1,5,"level_2",4,22
125,5,1,1,2,"level_2",4,24
126,1,1,1,6,"level_2",4,27
127,6,1,1,5,"level_2",4,22
128,6,1,1,5,"level_2",4,22
129,4,1,1,1,"level_2",4,25
130,4,1,1,1,"level_2",4,25
131,5,1,1,2,"level_2",4,24
132,5,1,1,2,"level_2",4,24
133,5,1,1,2,"level_2",4,24
134,2,1,1,3,"level_2",4,23
135,4,1,1,1,"level_2",4,25
136,4,1,1,1,"level_2",4,25
137,1,1,1,6,"level_2",4,27
138,3,1,1,4,"level_2",4,26
139,6,1,1,5,"level_2",4,22
140,4,1,1,1,"level_2",4,25
141,6,1,1,5,"level_2",4,22
142,2,1,1,3,"level_2",4,23
143,5,1,1,2,"level_2",4,24
144,4,1,1,1,"level_2",4,25
145,4,1,1,1,"level_2",4,25
146,4,1,1,1,"level_2",4,25
147,5,1,1,2,"level_2",4,24
148,3,1,1,4,"level_2",4,26
149,6,1,1,5,"level_2",4,22
150,5,1,1,2,"level_2",4,24
151,6,1,1,5,"level_2",4,22
152,5,1,1,2,"level_2",4,24
153,6,1,1,5,"level_2",4,22
154,2,1,1,3,"level_2",4,23
155,2,1,1,3,"level_2",4,23
156,6,1,1,5,"level_2",4,22
157,6,1,1,5,"level_2",4,22
158,2,1,1,3,"level_2",4,23
159,2,1,1,3,"level_2",4,23
160,6,1,1,5,"level_2",4,22
161,2,1,1,3,"level_2",4,23
162,6,1,1,5,"level_2",4,22
163,6,1,1,5,"level_2",4,22
164,6,1,1,5,"level_2",4,22
165,6,1,1,5,"level_2",4,22
166,6,1,1,5,"level_2",4,22
167,6,1,1,5,"level_2",4,22
168,6,1,1,5,"level_2",4,22
169,6,1,1,5,"level_2",4,22
170,6,1,1,5,"level_2",4,22
171,6,1,1,5,"level_2",4,22
172,6,1,1,5,"level_2",4,22
173,6,1,1,5,"level_2",4,22
174,6,1,1,5,"level_2",4,22
175,6,1,1,5,"level_2",4,22
176,8,2,2,7,"level_2",5,31
177,10,2,2,8,"level_2",5,29
178,10,2,2,8,"level_2",5,29
179,7,2,2,9,"level_2",5,28
180,10,2,2,8,"level_2",5,29
181,10,2,2,8,"level_2",5,29
182,9,2,2,10,"level_2",5,30
183,7,2,2,9,"level_2",5,28
184,10,2,2,8,"level_2",5,29
185,9,2,2,10,"level_2",5,30
186,7,2,2,9,"level_2",5,28
187,7,2,2,9,"level_2",5,28
188,7,2,2,9,"level_2",5,28
189,9,2,2,10,"level_2",5,30
190,9,2,2,10,"level_2",5,30
191,10,2,2,8,"level_2",5,29
192,9,2,2,10,"level_2",5,30
193,10,2,2,8,"level_2",5,29
194,8,2,2,7,"level_2",5,31
195,8,2,2,7,"level_2",5,31
196,9,2,2,10,"level_2",5,30
197,9,2,2,10,"level_2",5,30
198,9,2,2,10,"level_2",5,30
199,7,2,2,9,"level_2",5,28
200,9,2,2,10,"level_2",5,30
201,7,2,2,9,"level_2",5,28
202,9,2,2,10,"level_2",5,30
203,7,2,2,9,"level_2",5,28
204,7,2,2,9,"level_2",5,28
205,10,2,2,8,"level_2",5,29
206,8,2,2,7,"level_2",5,31
207,8,2,2,7,"level_2",5,31
208,9,2,2,10,"level_2",5,30
209,10,2,2,8,"level_2",5,29
210,7,2,2,9,"level_2",5,28
211,7,2,2,9,"level_2",5,28
212,8,2,2,7,"level_2",5,31
213,7,2,2,9,"level_2",5,28
214,10,2,2,8,"level_2",5,29
215,10,2,2,8,"level_2",5,29
216,7,2,2,9,"level_2",5,28
217,9,2,2,10,"level_2",5,30
218,10,2,2,8,"level_2",5,29
219,7,2,2,9,"level_2",5,28
220,7,2,2,9,"level_2",5,28
221,9,2,2,10,"level_2",5,30
222,9,2,2,10,"level_2",5,30
223,8,2,2,7,"level_2",5,31
224,8,2,2,7,"level_2",5,31
225,8,2,2,7,"level_2",5,31
226,10,2,2,8,"level_2",5,29
227,10,2,2,8,"level_2",5,29
228,8,2,2,7,"level_2",5,31
229,7,2,2,9,"level_2",5,28
230,7,2,2,9,"level_2",5,28
231,9,2,2,10,"level_2",5,30
232,9,2,2,10,"level_2",5,30
233,10,2,2,8,"level_2",5,29
234,8,2,2,7,"level_2",5,31
235,8,2,2,7,"level_2",5,31
236,8,2,2,7,"level_2",5,31
237,8,2,2,7,"level_2",5,31
238,7,2,2,9,"level_2",5,28
239,10,2,2,8,"level_2",5,29
240,9,2,2,10,"level_2",5,30
241,8,2,2,7,"level_2",5,31
242,10,2,2,8,"level_2",5,29
243,9,2,2,10,"level_2",5,30
244,10,2,2,8,"level_2",5,29
245,7,2,2,9,"level_2",5,28
246,7,2,2,9,"level_2",5,28
247,8,2,2,7,"level_2",5,31
248,9,2,2,10,"level_2",5,30
249,9,2,2,10,"level_2",5,30
250,7,2,2,9,"level_2",5,28
251,10,2,2,8,"level_2",5,29
252,8,2,2,7,"level_2",5,31
253,9,2,2,10,"level_2",5,30
254,8,2,2,7,"level_2",5,31
255,10,2,2,8,"level_2",5,29
256,10,2,2,8,"level_2",5,29
257,9,2,2,10,"level_2",5,30
258,7,2,2,9,"level_2",5,28
259,7,2,2,9,"level_2",5,28
260,7,2,2,9,"level_2",5,28
261,7,2,2,9,"level_2",5,28
262,10,2,2,8,"level_2",5,29
263,8,2,2,7,"level_2",5,31
264,9,2,2,10,"level_2",5,30
265,9,2,2,10,"level_2",5,30
266,7,2,2,9,"level_2",5,28
267,7,2,2,9,"level_2",5,28
268,7,2,2,9,"level_2",5,28
269,10,2,2,8,"level_2",5,29
270,10,2,2,8,"level_2",5,29
271,8,2,2,7,"level_2",5,31
272,8,2,2,7,"level_2",5,31
273,9,2,2,10,"level_2",5,30
274,7,2,2,9,"level_2",5,28
275,9,2,2,10,"level_2",5,30
276,8,2,2,7,"level_2",5,31
277,8,2,2,7,"level_2",5,31
278,10,2,2,8,"level_2",5,29
279,10,2,2,8,"level_2",5,29
280,8,2,2,7,"level_2",5,31
281,10,2,2,8,"level_2",5,29
282,7,2,2,9,"level_2",5,28
283,9,2,2,10,"level_2",5,30
284,10,2,2,8,"level_2",5,29
285,9,2,2,10,"level_2",5,30
286,7,2,2,9,"level_2",5,28
287,7,2,2,9,"level_2",5,28
288,7,2,2,9,"level_2",5,28
289,7,2,2,9,"level_2",5,28
290,7,2,2,9,"level_2",5,28
291,7,2,2,9,"level_2",5,28
292,7,2,2,9,"level_2",5,28
