"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,1,1,1,1,"level_2",2,7
2,4,1,1,1,"level_2",2,7
3,4,1,1,1,"level_2",2,7
4,2,1,1,1,"level_2",2,7
5,4,1,1,1,"level_2",2,7
6,3,1,1,1,"level_2",2,7
7,3,1,1,1,"level_2",2,7
8,2,1,1,1,"level_2",2,7
9,1,1,1,1,"level_2",2,7
10,4,1,1,1,"level_2",2,7
11,4,1,1,1,"level_2",2,7
12,1,1,1,1,"level_2",2,7
13,1,1,1,1,"level_2",2,7
14,4,1,1,1,"level_2",2,7
15,2,1,1,1,"level_2",2,7
16,3,1,1,1,"level_2",2,7
17,2,1,1,1,"level_2",2,7
18,3,1,1,1,"level_2",2,7
19,2,1,1,1,"level_2",2,7
20,4,1,1,1,"level_2",2,7
21,2,1,1,1,"level_2",2,7
22,1,1,1,1,"level_2",2,7
23,1,1,1,1,"level_2",2,7
24,1,1,1,1,"level_2",2,7
25,1,1,1,1,"level_2",2,7
26,4,1,1,1,"level_2",2,7
27,1,1,1,1,"level_2",2,7
28,4,1,1,1,"level_2",2,7
29,3,1,1,1,"level_2",2,7
30,2,1,1,1,"level_2",2,7
31,1,1,1,1,"level_2",2,7
32,2,1,1,1,"level_2",2,7
33,2,1,1,1,"level_2",2,7
34,4,1,1,1,"level_2",2,7
35,3,1,1,1,"level_2",2,7
36,1,1,1,1,"level_2",2,7
37,1,1,1,1,"level_2",2,7
38,3,1,1,1,"level_2",2,7
39,3,1,1,1,"level_2",2,7
40,4,1,1,1,"level_2",2,7
41,4,1,1,1,"level_2",2,7
42,2,1,1,1,"level_2",2,7
43,2,1,1,1,"level_2",2,7
44,4,1,1,1,"level_2",2,7
45,2,1,1,1,"level_2",2,7
46,3,1,1,1,"level_2",2,7
47,1,1,1,1,"level_2",2,7
48,4,1,1,1,"level_2",2,7
49,1,1,1,1,"level_2",2,7
50,2,1,1,1,"level_2",2,7
51,2,1,1,1,"level_2",2,7
52,2,1,1,1,"level_2",2,7
53,3,1,1,1,"level_2",2,7
54,3,1,1,1,"level_2",2,7
55,3,1,1,1,"level_2",2,7
56,1,1,1,1,"level_2",2,7
57,2,1,1,1,"level_2",2,7
58,1,1,1,1,"level_2",2,7
59,3,1,1,1,"level_2",2,7
60,1,1,1,1,"level_2",2,7
61,4,1,1,1,"level_2",2,7
62,1,1,1,1,"level_2",2,7
63,4,1,1,1,"level_2",2,7
64,4,1,1,1,"level_2",2,7
65,1,1,1,1,"level_2",2,7
66,1,1,1,1,"level_2",2,7
67,1,1,1,1,"level_2",2,7
68,1,1,1,1,"level_2",2,7
69,2,1,1,1,"level_2",2,7
70,1,1,1,1,"level_2",2,7
71,1,1,1,1,"level_2",2,7
72,2,1,1,1,"level_2",2,7
73,4,1,1,1,"level_2",2,7
74,1,1,1,1,"level_2",2,7
75,2,1,1,1,"level_2",2,7
76,3,1,1,1,"level_2",2,7
77,3,1,1,1,"level_2",2,7
78,2,1,1,1,"level_2",2,7
79,1,1,1,1,"level_2",2,7
80,4,1,1,1,"level_2",2,7
81,2,1,1,1,"level_2",2,7
82,1,1,1,1,"level_2",2,7
83,2,1,1,1,"level_2",2,7
84,1,1,1,1,"level_2",2,7
85,2,1,1,1,"level_2",2,7
86,3,1,1,1,"level_2",2,7
87,4,1,1,1,"level_2",2,7
88,1,1,1,1,"level_2",2,7
89,2,1,1,1,"level_2",2,7
90,2,1,1,1,"level_2",2,7
91,4,1,1,1,"level_2",2,7
92,2,1,1,1,"level_2",2,7
93,1,1,1,1,"level_2",2,7
94,1,1,1,1,"level_2",2,7
95,3,1,1,1,"level_2",2,7
96,3,1,1,1,"level_2",2,7
97,1,1,1,1,"level_2",2,7
98,4,1,1,1,"level_2",2,7
99,1,1,1,1,"level_2",2,7
100,1,1,1,1,"level_2",2,7
101,1,1,1,1,"level_2",2,7
102,3,1,1,1,"level_2",2,7
103,4,1,1,1,"level_2",2,7
104,1,1,1,1,"level_2",2,7
105,3,1,1,1,"level_2",2,7
106,4,1,1,1,"level_2",2,7
107,2,1,1,1,"level_2",2,7
108,3,1,1,1,"level_2",2,7
109,4,1,1,1,"level_2",2,7
110,1,1,1,1,"level_2",2,7
111,4,1,1,1,"level_2",2,7
112,1,1,1,1,"level_2",2,7
113,1,1,1,1,"level_2",2,7
114,3,1,1,1,"level_2",2,7
115,2,1,1,1,"level_2",2,7
116,1,1,1,1,"level_2",2,7
117,4,1,1,1,"level_2",2,7
118,3,1,1,1,"level_2",2,7
119,2,1,1,1,"level_2",2,7
120,1,1,1,1,"level_2",2,7
121,4,1,1,1,"level_2",2,7
122,4,1,1,1,"level_2",2,7
