"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,2,1,1,1,"level_2",1,1
2,2,1,1,1,"level_2",1,1
3,5,1,2,2,"level_2",2,2
4,3,1,3,3,"level_2",3,3
5,4,1,4,4,"level_2",4,4
6,5,1,2,2,"level_2",2,2
7,2,1,1,1,"level_2",1,1
8,4,1,4,4,"level_2",4,4
9,4,1,4,4,"level_2",4,4
10,1,1,5,5,"level_2",5,5
11,1,1,5,5,"level_2",5,5
12,3,1,3,3,"level_2",3,3
13,5,1,2,2,"level_2",2,2
14,3,1,3,3,"level_2",3,3
15,5,1,2,2,"level_2",2,2
16,5,1,2,2,"level_2",2,2
17,3,1,3,3,"level_2",3,3
18,2,1,1,1,"level_2",1,1
19,4,1,4,4,"level_2",4,4
20,3,1,3,3,"level_2",3,3
21,2,1,1,1,"level_2",1,1
22,1,1,5,5,"level_2",5,5
23,1,1,5,5,"level_2",5,5
24,3,1,3,3,"level_2",3,3
25,4,1,4,4,"level_2",4,4
26,3,1,3,3,"level_2",3,3
27,2,1,1,1,"level_2",1,1
28,5,1,2,2,"level_2",2,2
29,4,1,4,4,"level_2",4,4
30,1,1,5,5,"level_2",5,5
31,3,1,3,3,"level_2",3,3
32,5,1,2,2,"level_2",2,2
33,4,1,4,4,"level_2",4,4
34,2,1,1,1,"level_2",1,1
35,3,1,3,3,"level_2",3,3
36,4,1,4,4,"level_2",4,4
37,1,1,5,5,"level_2",5,5
38,1,1,5,5,"level_2",5,5
39,2,1,1,1,"level_2",1,1
40,2,1,1,1,"level_2",1,1
41,2,1,1,1,"level_2",1,1
42,2,1,1,1,"level_2",1,1
43,5,1,2,2,"level_2",2,2
44,2,1,1,1,"level_2",1,1
45,1,1,5,5,"level_2",5,5
46,3,1,3,3,"level_2",3,3
47,1,1,5,5,"level_2",5,5
48,3,1,3,3,"level_2",3,3
49,2,1,1,1,"level_2",1,1
50,3,1,3,3,"level_2",3,3
51,1,1,5,5,"level_2",5,5
52,2,1,1,1,"level_2",1,1
53,1,1,5,5,"level_2",5,5
54,3,1,3,3,"level_2",3,3
55,1,1,5,5,"level_2",5,5
56,2,1,1,1,"level_2",1,1
57,4,1,4,4,"level_2",4,4
58,3,1,3,3,"level_2",3,3
59,5,1,2,2,"level_2",2,2
60,1,1,5,5,"level_2",5,5
61,3,1,3,3,"level_2",3,3
62,4,1,4,4,"level_2",4,4
63,3,1,3,3,"level_2",3,3
64,3,1,3,3,"level_2",3,3
65,1,1,5,5,"level_2",5,5
66,2,1,1,1,"level_2",1,1
67,4,1,4,4,"level_2",4,4
68,3,1,3,3,"level_2",3,3
69,2,1,1,1,"level_2",1,1
70,3,1,3,3,"level_2",3,3
71,1,1,5,5,"level_2",5,5
72,2,1,1,1,"level_2",1,1
73,4,1,4,4,"level_2",4,4
74,3,1,3,3,"level_2",3,3
75,4,1,4,4,"level_2",4,4
76,4,1,4,4,"level_2",4,4
77,3,1,3,3,"level_2",3,3
78,3,1,3,3,"level_2",3,3
79,4,1,4,4,"level_2",4,4
80,5,1,2,2,"level_2",2,2
81,4,1,4,4,"level_2",4,4
82,3,1,3,3,"level_2",3,3
83,2,1,1,1,"level_2",1,1
84,3,1,3,3,"level_2",3,3
85,3,1,3,3,"level_2",3,3
86,1,1,5,5,"level_2",5,5
87,5,1,2,2,"level_2",2,2
88,3,1,3,3,"level_2",3,3
89,3,1,3,3,"level_2",3,3
90,5,1,2,2,"level_2",2,2
91,1,1,5,5,"level_2",5,5
92,2,1,1,1,"level_2",1,1
93,3,1,3,3,"level_2",3,3
94,1,1,5,5,"level_2",5,5
95,1,1,5,5,"level_2",5,5
96,3,1,3,3,"level_2",3,3
97,2,1,1,1,"level_2",1,1
98,4,1,4,4,"level_2",4,4
99,5,1,2,2,"level_2",2,2
100,2,1,1,1,"level_2",1,1
101,2,1,1,1,"level_2",1,1
102,4,1,4,4,"level_2",4,4
103,2,1,1,1,"level_2",1,1
104,4,1,4,4,"level_2",4,4
105,3,1,3,3,"level_2",3,3
106,5,1,2,2,"level_2",2,2
107,1,1,5,5,"level_2",5,5
108,1,1,5,5,"level_2",5,5
109,5,1,2,2,"level_2",2,2
110,3,1,3,3,"level_2",3,3
111,1,1,5,5,"level_2",5,5
112,5,1,2,2,"level_2",2,2
113,3,1,3,3,"level_2",3,3
114,1,1,5,5,"level_2",5,5
115,4,1,4,4,"level_2",4,4
116,2,1,1,1,"level_2",1,1
117,2,1,1,1,"level_2",1,1
118,5,1,2,2,"level_2",2,2
119,3,1,3,3,"level_2",3,3
120,5,1,2,2,"level_2",2,2
121,1,1,5,5,"level_2",5,5
122,1,1,5,5,"level_2",5,5
123,5,1,2,2,"level_2",2,2
124,2,1,1,1,"level_2",1,1
125,3,1,3,3,"level_2",3,3
126,2,1,1,1,"level_2",1,1
127,4,1,4,4,"level_2",4,4
128,5,1,2,2,"level_2",2,2
129,4,1,4,4,"level_2",4,4
130,5,1,2,2,"level_2",2,2
131,5,1,2,2,"level_2",2,2
132,5,1,2,2,"level_2",2,2
133,3,1,3,3,"level_2",3,3
134,4,1,4,4,"level_2",4,4
135,1,1,5,5,"level_2",5,5
136,4,1,4,4,"level_2",4,4
137,3,1,3,3,"level_2",3,3
138,5,1,2,2,"level_2",2,2
139,5,1,2,2,"level_2",2,2
140,3,1,3,3,"level_2",3,3
141,3,1,3,3,"level_2",3,3
142,4,1,4,4,"level_2",4,4
143,1,1,5,5,"level_2",5,5
144,4,1,4,4,"level_2",4,4
145,3,1,3,3,"level_2",3,3
146,3,1,3,3,"level_2",3,3
147,1,1,5,5,"level_2",5,5
148,2,1,1,1,"level_2",1,1
149,1,1,5,5,"level_2",5,5
150,1,1,5,5,"level_2",5,5
151,5,1,2,2,"level_2",2,2
152,2,1,1,1,"level_2",1,1
153,3,1,3,3,"level_2",3,3
154,3,1,3,3,"level_2",3,3
155,1,1,5,5,"level_2",5,5
156,3,1,3,3,"level_2",3,3
157,3,1,3,3,"level_2",3,3
158,2,1,1,1,"level_2",1,1
159,1,1,5,5,"level_2",5,5
160,2,1,1,1,"level_2",1,1
161,4,1,4,4,"level_2",4,4
162,5,1,2,2,"level_2",2,2
163,5,1,2,2,"level_2",2,2
164,1,1,5,5,"level_2",5,5
165,3,1,3,3,"level_2",3,3
166,2,1,1,1,"level_2",1,1
167,4,1,4,4,"level_2",4,4
168,4,1,4,4,"level_2",4,4
169,1,1,5,5,"level_2",5,5
170,4,1,4,4,"level_2",4,4
