"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,1,1,1,1,"level_2",2,6
2,4,1,1,1,"level_2",2,9
3,4,1,1,1,"level_2",2,9
4,2,1,1,1,"level_2",2,8
5,4,1,1,1,"level_2",2,9
6,3,1,1,1,"level_2",2,7
7,3,1,1,1,"level_2",2,7
8,2,1,1,1,"level_2",2,8
9,1,1,1,1,"level_2",2,6
10,4,1,1,1,"level_2",2,9
11,4,1,1,1,"level_2",2,9
12,1,1,1,1,"level_2",2,6
13,1,1,1,1,"level_2",2,6
14,4,1,1,1,"level_2",2,9
15,2,1,1,1,"level_2",2,8
16,3,1,1,1,"level_2",2,7
17,2,1,1,1,"level_2",2,8
18,3,1,1,1,"level_2",2,7
19,2,1,1,1,"level_2",2,8
20,4,1,1,1,"level_2",2,9
21,2,1,1,1,"level_2",2,8
22,1,1,1,1,"level_2",2,6
23,1,1,1,1,"level_2",2,6
24,1,1,1,1,"level_2",2,6
25,1,1,1,1,"level_2",2,6
26,4,1,1,1,"level_2",2,9
27,1,1,1,1,"level_2",2,6
28,4,1,1,1,"level_2",2,9
29,3,1,1,1,"level_2",2,7
30,2,1,1,1,"level_2",2,8
31,1,1,1,1,"level_2",2,6
32,2,1,1,1,"level_2",2,8
33,2,1,1,1,"level_2",2,8
34,4,1,1,1,"level_2",2,9
35,3,1,1,1,"level_2",2,7
36,1,1,1,1,"level_2",2,6
37,1,1,1,1,"level_2",2,6
38,3,1,1,1,"level_2",2,7
39,3,1,1,1,"level_2",2,7
40,4,1,1,1,"level_2",2,9
41,4,1,1,1,"level_2",2,9
42,2,1,1,1,"level_2",2,8
43,2,1,1,1,"level_2",2,8
44,4,1,1,1,"level_2",2,9
45,2,1,1,1,"level_2",2,8
46,3,1,1,1,"level_2",2,7
47,1,1,1,1,"level_2",2,6
48,4,1,1,1,"level_2",2,9
49,1,1,1,1,"level_2",2,6
50,2,1,1,1,"level_2",2,8
51,2,1,1,1,"level_2",2,8
52,2,1,1,1,"level_2",2,8
53,3,1,1,1,"level_2",2,7
54,3,1,1,1,"level_2",2,7
55,3,1,1,1,"level_2",2,7
56,1,1,1,1,"level_2",2,6
57,2,1,1,1,"level_2",2,8
58,1,1,1,1,"level_2",2,6
59,3,1,1,1,"level_2",2,7
60,1,1,1,1,"level_2",2,6
61,4,1,1,1,"level_2",2,9
62,1,1,1,1,"level_2",2,6
63,4,1,1,1,"level_2",2,9
64,4,1,1,1,"level_2",2,9
65,1,1,1,1,"level_2",2,6
66,1,1,1,1,"level_2",2,6
67,1,1,1,1,"level_2",2,6
68,1,1,1,1,"level_2",2,6
69,2,1,1,1,"level_2",2,8
70,1,1,1,1,"level_2",2,6
71,1,1,1,1,"level_2",2,6
72,2,1,1,1,"level_2",2,8
73,4,1,1,1,"level_2",2,9
74,1,1,1,1,"level_2",2,6
75,2,1,1,1,"level_2",2,8
76,3,1,1,1,"level_2",2,7
77,3,1,1,1,"level_2",2,7
78,2,1,1,1,"level_2",2,8
79,1,1,1,1,"level_2",2,6
80,4,1,1,1,"level_2",2,9
81,2,1,1,1,"level_2",2,8
82,1,1,1,1,"level_2",2,6
83,2,1,1,1,"level_2",2,8
84,1,1,1,1,"level_2",2,6
85,2,1,1,1,"level_2",2,8
86,3,1,1,1,"level_2",2,7
87,4,1,1,1,"level_2",2,9
88,1,1,1,1,"level_2",2,6
89,2,1,1,1,"level_2",2,8
90,2,1,1,1,"level_2",2,8
91,4,1,1,1,"level_2",2,9
92,2,1,1,1,"level_2",2,8
93,1,1,1,1,"level_2",2,6
94,1,1,1,1,"level_2",2,6
95,3,1,1,1,"level_2",2,7
96,3,1,1,1,"level_2",2,7
97,1,1,1,1,"level_2",2,6
98,4,1,1,1,"level_2",2,9
99,1,1,1,1,"level_2",2,6
100,1,1,1,1,"level_2",2,6
101,1,1,1,1,"level_2",2,6
102,3,1,1,1,"level_2",2,7
103,4,1,1,1,"level_2",2,9
104,1,1,1,1,"level_2",2,6
105,3,1,1,1,"level_2",2,7
106,4,1,1,1,"level_2",2,9
107,2,1,1,1,"level_2",2,8
108,3,1,1,1,"level_2",2,7
109,4,1,1,1,"level_2",2,9
110,1,1,1,1,"level_2",2,6
111,4,1,1,1,"level_2",2,9
112,1,1,1,1,"level_2",2,6
113,1,1,1,1,"level_2",2,6
114,3,1,1,1,"level_2",2,7
115,2,1,1,1,"level_2",2,8
116,1,1,1,1,"level_2",2,6
117,4,1,1,1,"level_2",2,9
118,3,1,1,1,"level_2",2,7
119,2,1,1,1,"level_2",2,8
120,1,1,1,1,"level_2",2,6
121,4,1,1,1,"level_2",2,9
122,4,1,1,1,"level_2",2,9
123,4,1,1,1,"level_2",2,9
124,4,1,1,1,"level_2",2,9
125,3,1,1,1,"level_2",2,7
126,1,1,1,1,"level_2",2,6
127,2,1,1,1,"level_2",2,8
128,4,1,1,1,"level_2",2,9
129,1,1,1,1,"level_2",2,6
130,3,1,1,1,"level_2",2,7
131,3,1,1,1,"level_2",2,7
132,4,1,1,1,"level_2",2,9
133,1,1,1,1,"level_2",2,6
134,3,1,1,1,"level_2",2,7
135,1,1,1,1,"level_2",2,6
136,3,1,1,1,"level_2",2,7
137,4,1,1,1,"level_2",2,9
138,2,1,1,1,"level_2",2,8
139,1,1,1,1,"level_2",2,6
140,3,1,1,1,"level_2",2,7
141,1,1,1,1,"level_2",2,6
142,2,1,1,1,"level_2",2,8
143,3,1,1,1,"level_2",2,7
144,3,1,1,1,"level_2",2,7
145,4,1,1,1,"level_2",2,9
146,2,1,1,1,"level_2",2,8
147,4,1,1,1,"level_2",2,9
148,2,1,1,1,"level_2",2,8
149,3,1,1,1,"level_2",2,7
150,1,1,1,1,"level_2",2,6
151,2,1,1,1,"level_2",2,8
152,3,1,1,1,"level_2",2,7
153,1,1,1,1,"level_2",2,6
154,1,1,1,1,"level_2",2,6
155,2,1,1,1,"level_2",2,8
156,3,1,1,1,"level_2",2,7
157,3,1,1,1,"level_2",2,7
158,1,1,1,1,"level_2",2,6
159,2,1,1,1,"level_2",2,8
160,3,1,1,1,"level_2",2,7
161,3,1,1,1,"level_2",2,7
162,1,1,1,1,"level_2",2,6
163,4,1,1,1,"level_2",2,9
164,2,1,1,1,"level_2",2,8
165,4,1,1,1,"level_2",2,9
166,1,1,1,1,"level_2",2,6
167,2,1,1,1,"level_2",2,8
168,1,1,1,1,"level_2",2,6
169,1,1,1,1,"level_2",2,6
170,2,1,1,1,"level_2",2,8
171,3,1,1,1,"level_2",2,7
172,3,1,1,1,"level_2",2,7
173,2,1,1,1,"level_2",2,8
174,4,1,1,1,"level_2",2,9
175,1,1,1,1,"level_2",2,6
176,1,1,1,1,"level_2",2,6
177,4,1,1,1,"level_2",2,9
178,3,1,1,1,"level_2",2,7
179,1,1,1,1,"level_2",2,6
180,3,1,1,1,"level_2",2,7
181,2,1,1,1,"level_2",2,8
182,2,1,1,1,"level_2",2,8
183,3,1,1,1,"level_2",2,7
184,2,1,1,1,"level_2",2,8
185,7,2,2,2,"level_2",3,10
186,9,2,2,3,"level_2",3,13
187,8,2,2,4,"level_2",3,12
188,5,2,2,2,"level_2",3,11
