"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,2,1,1,1,"level_2",2,10
2,2,1,1,1,"level_2",2,10
3,5,1,1,2,"level_2",2,14
4,3,1,1,3,"level_2",2,11
5,4,1,1,4,"level_2",2,12
6,5,1,1,2,"level_2",2,14
7,2,1,1,1,"level_2",2,10
8,4,1,1,4,"level_2",2,12
9,4,1,1,4,"level_2",2,12
10,1,1,1,5,"level_2",2,13
11,1,1,1,5,"level_2",2,13
12,3,1,1,3,"level_2",2,11
13,5,1,1,2,"level_2",2,14
14,3,1,1,3,"level_2",2,11
15,5,1,1,2,"level_2",2,14
16,5,1,1,2,"level_2",2,14
17,3,1,1,3,"level_2",2,11
18,2,1,1,1,"level_2",2,10
19,4,1,1,4,"level_2",2,12
20,3,1,1,3,"level_2",2,11
21,2,1,1,1,"level_2",2,10
22,1,1,1,5,"level_2",2,13
23,1,1,1,5,"level_2",2,13
24,3,1,1,3,"level_2",2,11
25,4,1,1,4,"level_2",2,12
26,3,1,1,3,"level_2",2,11
27,2,1,1,1,"level_2",2,10
28,5,1,1,2,"level_2",2,14
29,4,1,1,4,"level_2",2,12
30,1,1,1,5,"level_2",2,13
31,3,1,1,3,"level_2",2,11
32,5,1,1,2,"level_2",2,14
33,4,1,1,4,"level_2",2,12
34,2,1,1,1,"level_2",2,10
35,3,1,1,3,"level_2",2,11
36,4,1,1,4,"level_2",2,12
37,1,1,1,5,"level_2",2,13
38,1,1,1,5,"level_2",2,13
39,2,1,1,1,"level_2",2,10
40,2,1,1,1,"level_2",2,10
41,2,1,1,1,"level_2",2,10
42,2,1,1,1,"level_2",2,10
43,5,1,1,2,"level_2",2,14
44,2,1,1,1,"level_2",2,10
45,1,1,1,5,"level_2",2,13
46,3,1,1,3,"level_2",2,11
47,1,1,1,5,"level_2",2,13
48,3,1,1,3,"level_2",2,11
49,2,1,1,1,"level_2",2,10
50,3,1,1,3,"level_2",2,11
