"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,4,1,1,1,"level_2",1,5
2,2,1,1,1,"level_2",1,3
3,4,1,1,1,"level_2",1,5
4,5,1,1,1,"level_2",1,4
5,1,1,1,1,"level_2",1,7
6,2,1,1,1,"level_2",1,3
7,4,1,1,1,"level_2",1,5
8,4,1,1,1,"level_2",1,5
9,3,1,1,1,"level_2",1,6
10,5,1,1,1,"level_2",1,4
11,2,1,1,1,"level_2",1,3
12,2,1,1,1,"level_2",1,3
13,3,1,1,1,"level_2",1,6
14,1,1,1,1,"level_2",1,7
15,5,1,1,1,"level_2",1,4
16,4,1,1,1,"level_2",1,5
17,2,1,1,1,"level_2",1,3
18,4,1,1,1,"level_2",1,5
19,1,1,1,1,"level_2",1,7
20,3,1,1,1,"level_2",1,6
21,2,1,1,1,"level_2",1,3
22,2,1,1,1,"level_2",1,3
23,5,1,1,1,"level_2",1,4
24,3,1,1,1,"level_2",1,6
25,1,1,1,1,"level_2",1,7
26,2,1,1,1,"level_2",1,3
27,2,1,1,1,"level_2",1,3
28,6,1,1,1,"level_2",1,2
29,3,1,1,1,"level_2",1,6
30,5,1,1,1,"level_2",1,4
31,6,1,1,1,"level_2",1,2
32,1,1,1,1,"level_2",1,7
33,6,1,1,1,"level_2",1,2
34,4,1,1,1,"level_2",1,5
35,6,1,1,1,"level_2",1,2
36,5,1,1,1,"level_2",1,4
37,2,1,1,1,"level_2",1,3
38,5,1,1,1,"level_2",1,4
39,6,1,1,1,"level_2",1,2
40,3,1,1,1,"level_2",1,6
41,1,1,1,1,"level_2",1,7
42,2,1,1,1,"level_2",1,3
43,5,1,1,1,"level_2",1,4
44,3,1,1,1,"level_2",1,6
45,2,1,1,1,"level_2",1,3
46,2,1,1,1,"level_2",1,3
47,6,1,1,1,"level_2",1,2
48,6,1,1,1,"level_2",1,2
49,6,1,1,1,"level_2",1,2
50,4,1,1,1,"level_2",1,5
51,2,1,1,1,"level_2",1,3
52,4,1,1,1,"level_2",1,5
53,5,1,1,1,"level_2",1,4
54,4,1,1,1,"level_2",1,5
55,4,1,1,1,"level_2",1,5
56,3,1,1,1,"level_2",1,6
57,3,1,1,1,"level_2",1,6
58,3,1,1,1,"level_2",1,6
59,6,1,1,1,"level_2",1,2
60,6,1,1,1,"level_2",1,2
61,4,1,1,1,"level_2",1,5
62,6,1,1,1,"level_2",1,2
63,3,1,1,1,"level_2",1,6
64,6,1,1,1,"level_2",1,2
65,1,1,1,1,"level_2",1,7
66,6,1,1,1,"level_2",1,2
67,6,1,1,1,"level_2",1,2
68,5,1,1,1,"level_2",1,4
69,6,1,1,1,"level_2",1,2
70,1,1,1,1,"level_2",1,7
71,6,1,1,1,"level_2",1,2
72,3,1,1,1,"level_2",1,6
73,2,1,1,1,"level_2",1,3
74,5,1,1,1,"level_2",1,4
75,2,1,1,1,"level_2",1,3
76,1,1,1,1,"level_2",1,7
77,6,1,1,1,"level_2",1,2
78,4,1,1,1,"level_2",1,5
79,3,1,1,1,"level_2",1,6
80,2,1,1,1,"level_2",1,3
81,4,1,1,1,"level_2",1,5
82,3,1,1,1,"level_2",1,6
83,1,1,1,1,"level_2",1,7
84,5,1,1,1,"level_2",1,4
85,6,1,1,1,"level_2",1,2
86,1,1,1,1,"level_2",1,7
87,6,1,1,1,"level_2",1,2
88,6,1,1,1,"level_2",1,2
89,3,1,1,1,"level_2",1,6
90,4,1,1,1,"level_2",1,5
91,3,1,1,1,"level_2",1,6
92,6,1,1,1,"level_2",1,2
93,5,1,1,1,"level_2",1,4
94,4,1,1,1,"level_2",1,5
95,6,1,1,1,"level_2",1,2
96,6,1,1,1,"level_2",1,2
97,4,1,1,1,"level_2",1,5
98,1,1,1,1,"level_2",1,7
99,4,1,1,1,"level_2",1,5
100,6,1,1,1,"level_2",1,2
101,6,1,1,1,"level_2",1,2
102,1,1,1,1,"level_2",1,7
103,2,1,1,1,"level_2",1,3
104,1,1,1,1,"level_2",1,7
105,1,1,1,1,"level_2",1,7
106,5,1,1,1,"level_2",1,4
107,2,1,1,1,"level_2",1,3
108,1,1,1,1,"level_2",1,7
109,3,1,1,1,"level_2",1,6
110,5,1,1,1,"level_2",1,4
111,3,1,1,1,"level_2",1,6
112,5,1,1,1,"level_2",1,4
113,1,1,1,1,"level_2",1,7
114,1,1,1,1,"level_2",1,7
115,5,1,1,1,"level_2",1,4
116,6,1,1,1,"level_2",1,2
117,5,1,1,1,"level_2",1,4
118,1,1,1,1,"level_2",1,7
119,3,1,1,1,"level_2",1,6
120,6,1,1,1,"level_2",1,2
121,6,1,1,1,"level_2",1,2
122,4,1,1,1,"level_2",1,5
123,4,1,1,1,"level_2",1,5
124,2,1,1,1,"level_2",1,3
125,2,1,1,1,"level_2",1,3
126,2,1,1,1,"level_2",1,3
127,6,1,1,1,"level_2",1,2
128,6,1,1,1,"level_2",1,2
129,6,1,1,1,"level_2",1,2
130,5,1,1,1,"level_2",1,4
131,3,1,1,1,"level_2",1,6
132,6,1,1,1,"level_2",1,2
133,5,1,1,1,"level_2",1,4
134,1,1,1,1,"level_2",1,7
135,3,1,1,1,"level_2",1,6
136,2,1,1,1,"level_2",1,3
137,6,1,1,1,"level_2",1,2
138,6,1,1,1,"level_2",1,2
139,5,1,1,1,"level_2",1,4
140,3,1,1,1,"level_2",1,6
141,5,1,1,1,"level_2",1,4
142,4,1,1,1,"level_2",1,5
143,6,1,1,1,"level_2",1,2
144,1,1,1,1,"level_2",1,7
145,3,1,1,1,"level_2",1,6
146,6,1,1,1,"level_2",1,2
147,2,1,1,1,"level_2",1,3
148,5,1,1,1,"level_2",1,4
149,2,1,1,1,"level_2",1,3
150,3,1,1,1,"level_2",1,6
151,4,1,1,1,"level_2",1,5
152,2,1,1,1,"level_2",1,3
153,5,1,1,1,"level_2",1,4
154,2,1,1,1,"level_2",1,3
155,1,1,1,1,"level_2",1,7
156,6,1,1,1,"level_2",1,2
157,6,1,1,1,"level_2",1,2
158,2,1,1,1,"level_2",1,3
159,4,1,1,1,"level_2",1,5
160,5,1,1,1,"level_2",1,4
161,6,1,1,1,"level_2",1,2
162,5,1,1,1,"level_2",1,4
163,4,1,1,1,"level_2",1,5
164,6,1,1,1,"level_2",1,2
165,6,1,1,1,"level_2",1,2
166,6,1,1,1,"level_2",1,2
167,6,1,1,1,"level_2",1,2
168,5,1,1,1,"level_2",1,4
169,6,1,1,1,"level_2",1,2
170,6,1,1,1,"level_2",1,2
171,2,1,1,1,"level_2",1,3
172,6,1,1,1,"level_2",1,2
173,6,1,1,1,"level_2",1,2
174,2,1,1,1,"level_2",1,3
175,6,1,1,1,"level_2",1,2
176,7,2,1,2,"level_2",1,1
177,7,2,1,2,"level_2",1,1
178,7,2,1,2,"level_2",1,1
179,9,2,1,2,"level_2",1,1
180,9,2,1,2,"level_2",1,1
181,7,2,1,2,"level_2",1,1
182,9,2,1,2,"level_2",1,1
183,8,2,1,2,"level_2",1,1
184,9,2,1,2,"level_2",1,1
185,7,2,1,2,"level_2",1,1
186,8,2,1,2,"level_2",1,1
187,8,2,1,2,"level_2",1,1
188,7,2,1,2,"level_2",1,1
189,9,2,1,2,"level_2",1,1
190,7,2,1,2,"level_2",1,1
191,9,2,1,2,"level_2",1,1
192,7,2,1,2,"level_2",1,1
193,9,2,1,2,"level_2",1,1
194,9,2,1,2,"level_2",1,1
195,7,2,1,2,"level_2",1,1
196,9,2,1,2,"level_2",1,1
197,8,2,1,2,"level_2",1,1
198,7,2,1,2,"level_2",1,1
199,9,2,1,2,"level_2",1,1
200,8,2,1,2,"level_2",1,1
201,8,2,1,2,"level_2",1,1
202,7,2,1,2,"level_2",1,1
203,7,2,1,2,"level_2",1,1
204,9,2,1,2,"level_2",1,1
205,7,2,1,2,"level_2",1,1
206,9,2,1,2,"level_2",1,1
207,9,2,1,2,"level_2",1,1
208,7,2,1,2,"level_2",1,1
209,9,2,1,2,"level_2",1,1
210,9,2,1,2,"level_2",1,1
211,7,2,1,2,"level_2",1,1
212,9,2,1,2,"level_2",1,1
213,7,2,1,2,"level_2",1,1
214,9,2,1,2,"level_2",1,1
215,8,2,1,2,"level_2",1,1
216,9,2,1,2,"level_2",1,1
217,8,2,1,2,"level_2",1,1
218,8,2,1,2,"level_2",1,1
219,9,2,1,2,"level_2",1,1
220,7,2,1,2,"level_2",1,1
221,7,2,1,2,"level_2",1,1
222,9,2,1,2,"level_2",1,1
223,7,2,1,2,"level_2",1,1
224,8,2,1,2,"level_2",1,1
225,9,2,1,2,"level_2",1,1
226,9,2,1,2,"level_2",1,1
227,8,2,1,2,"level_2",1,1
228,7,2,1,2,"level_2",1,1
229,9,2,1,2,"level_2",1,1
230,7,2,1,2,"level_2",1,1
231,8,2,1,2,"level_2",1,1
232,7,2,1,2,"level_2",1,1
233,8,2,1,2,"level_2",1,1
234,9,2,1,2,"level_2",1,1
235,7,2,1,2,"level_2",1,1
236,7,2,1,2,"level_2",1,1
237,7,2,1,2,"level_2",1,1
238,9,2,1,2,"level_2",1,1
239,7,2,1,2,"level_2",1,1
240,9,2,1,2,"level_2",1,1
241,7,2,1,2,"level_2",1,1
