"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,1,1,1,1,"level_2",1,1
2,4,1,2,2,"level_2",2,2
3,4,1,2,2,"level_2",2,2
4,2,1,3,3,"level_2",3,3
5,4,1,2,2,"level_2",2,2
6,3,1,4,4,"level_2",4,4
7,3,1,4,4,"level_2",4,4
8,2,1,3,3,"level_2",3,3
9,1,1,1,1,"level_2",1,1
10,4,1,2,2,"level_2",2,2
11,4,1,2,2,"level_2",2,2
12,1,1,1,1,"level_2",1,1
13,1,1,1,1,"level_2",1,1
14,4,1,2,2,"level_2",2,2
15,2,1,3,3,"level_2",3,3
16,3,1,4,4,"level_2",4,4
17,2,1,3,3,"level_2",3,3
18,3,1,4,4,"level_2",4,4
19,2,1,3,3,"level_2",3,3
20,4,1,2,2,"level_2",2,2
21,2,1,3,3,"level_2",3,3
22,1,1,1,1,"level_2",1,1
23,1,1,1,1,"level_2",1,1
24,1,1,1,1,"level_2",1,1
25,1,1,1,1,"level_2",1,1
26,4,1,2,2,"level_2",2,2
27,1,1,1,1,"level_2",1,1
28,4,1,2,2,"level_2",2,2
29,3,1,4,4,"level_2",4,4
30,2,1,3,3,"level_2",3,3
31,1,1,1,1,"level_2",1,1
32,2,1,3,3,"level_2",3,3
33,2,1,3,3,"level_2",3,3
34,4,1,2,2,"level_2",2,2
35,3,1,4,4,"level_2",4,4
36,1,1,1,1,"level_2",1,1
37,1,1,1,1,"level_2",1,1
38,3,1,4,4,"level_2",4,4
39,3,1,4,4,"level_2",4,4
40,4,1,2,2,"level_2",2,2
41,4,1,2,2,"level_2",2,2
42,2,1,3,3,"level_2",3,3
43,2,1,3,3,"level_2",3,3
44,4,1,2,2,"level_2",2,2
45,2,1,3,3,"level_2",3,3
46,3,1,4,4,"level_2",4,4
47,1,1,1,1,"level_2",1,1
48,4,1,2,2,"level_2",2,2
49,1,1,1,1,"level_2",1,1
50,2,1,3,3,"level_2",3,3
51,2,1,3,3,"level_2",3,3
52,2,1,3,3,"level_2",3,3
53,3,1,4,4,"level_2",4,4
54,3,1,4,4,"level_2",4,4
55,3,1,4,4,"level_2",4,4
56,1,1,1,1,"level_2",1,1
57,2,1,3,3,"level_2",3,3
58,1,1,1,1,"level_2",1,1
59,3,1,4,4,"level_2",4,4
60,1,1,1,1,"level_2",1,1
61,4,1,2,2,"level_2",2,2
62,1,1,1,1,"level_2",1,1
63,4,1,2,2,"level_2",2,2
64,4,1,2,2,"level_2",2,2
65,1,1,1,1,"level_2",1,1
66,1,1,1,1,"level_2",1,1
67,1,1,1,1,"level_2",1,1
68,1,1,1,1,"level_2",1,1
69,2,1,3,3,"level_2",3,3
70,1,1,1,1,"level_2",1,1
71,1,1,1,1,"level_2",1,1
72,2,1,3,3,"level_2",3,3
73,4,1,2,2,"level_2",2,2
74,1,1,1,1,"level_2",1,1
75,2,1,3,3,"level_2",3,3
76,3,1,4,4,"level_2",4,4
77,3,1,4,4,"level_2",4,4
78,2,1,3,3,"level_2",3,3
79,1,1,1,1,"level_2",1,1
80,4,1,2,2,"level_2",2,2
81,2,1,3,3,"level_2",3,3
82,1,1,1,1,"level_2",1,1
83,2,1,3,3,"level_2",3,3
84,1,1,1,1,"level_2",1,1
85,2,1,3,3,"level_2",3,3
86,3,1,4,4,"level_2",4,4
87,4,1,2,2,"level_2",2,2
88,1,1,1,1,"level_2",1,1
89,2,1,3,3,"level_2",3,3
90,2,1,3,3,"level_2",3,3
91,4,1,2,2,"level_2",2,2
92,2,1,3,3,"level_2",3,3
93,1,1,1,1,"level_2",1,1
94,1,1,1,1,"level_2",1,1
95,3,1,4,4,"level_2",4,4
96,3,1,4,4,"level_2",4,4
97,1,1,1,1,"level_2",1,1
98,4,1,2,2,"level_2",2,2
99,1,1,1,1,"level_2",1,1
100,1,1,1,1,"level_2",1,1
101,1,1,1,1,"level_2",1,1
102,3,1,4,4,"level_2",4,4
103,4,1,2,2,"level_2",2,2
104,1,1,1,1,"level_2",1,1
105,3,1,4,4,"level_2",4,4
106,4,1,2,2,"level_2",2,2
107,2,1,3,3,"level_2",3,3
108,3,1,4,4,"level_2",4,4
109,4,1,2,2,"level_2",2,2
110,1,1,1,1,"level_2",1,1
111,4,1,2,2,"level_2",2,2
112,1,1,1,1,"level_2",1,1
113,1,1,1,1,"level_2",1,1
