"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,1,1,1,1,"level_2",3,17
2,4,1,1,2,"level_2",3,20
3,4,1,1,2,"level_2",3,20
4,2,1,1,3,"level_2",3,19
5,4,1,1,2,"level_2",3,20
6,3,1,1,4,"level_2",3,18
7,3,1,1,4,"level_2",3,18
8,2,1,1,3,"level_2",3,19
9,1,1,1,1,"level_2",3,17
10,4,1,1,2,"level_2",3,20
11,4,1,1,2,"level_2",3,20
12,1,1,1,1,"level_2",3,17
13,1,1,1,1,"level_2",3,17
14,4,1,1,2,"level_2",3,20
15,2,1,1,3,"level_2",3,19
16,3,1,1,4,"level_2",3,18
17,2,1,1,3,"level_2",3,19
18,3,1,1,4,"level_2",3,18
19,2,1,1,3,"level_2",3,19
20,4,1,1,2,"level_2",3,20
21,2,1,1,3,"level_2",3,19
22,1,1,1,1,"level_2",3,17
23,1,1,1,1,"level_2",3,17
24,1,1,1,1,"level_2",3,17
25,1,1,1,1,"level_2",3,17
26,4,1,1,2,"level_2",3,20
27,1,1,1,1,"level_2",3,17
28,4,1,1,2,"level_2",3,20
29,3,1,1,4,"level_2",3,18
30,2,1,1,3,"level_2",3,19
31,1,1,1,1,"level_2",3,17
32,2,1,1,3,"level_2",3,19
33,2,1,1,3,"level_2",3,19
34,4,1,1,2,"level_2",3,20
35,3,1,1,4,"level_2",3,18
36,1,1,1,1,"level_2",3,17
37,1,1,1,1,"level_2",3,17
38,3,1,1,4,"level_2",3,18
39,3,1,1,4,"level_2",3,18
40,4,1,1,2,"level_2",3,20
41,4,1,1,2,"level_2",3,20
42,2,1,1,3,"level_2",3,19
43,2,1,1,3,"level_2",3,19
44,4,1,1,2,"level_2",3,20
45,2,1,1,3,"level_2",3,19
46,3,1,1,4,"level_2",3,18
47,1,1,1,1,"level_2",3,17
48,4,1,1,2,"level_2",3,20
49,1,1,1,1,"level_2",3,17
50,2,1,1,3,"level_2",3,19
51,2,1,1,3,"level_2",3,19
52,2,1,1,3,"level_2",3,19
53,3,1,1,4,"level_2",3,18
54,3,1,1,4,"level_2",3,18
55,3,1,1,4,"level_2",3,18
56,1,1,1,1,"level_2",3,17
57,2,1,1,3,"level_2",3,19
58,1,1,1,1,"level_2",3,17
59,3,1,1,4,"level_2",3,18
60,1,1,1,1,"level_2",3,17
61,4,1,1,2,"level_2",3,20
62,1,1,1,1,"level_2",3,17
63,4,1,1,2,"level_2",3,20
64,4,1,1,2,"level_2",3,20
65,1,1,1,1,"level_2",3,17
66,1,1,1,1,"level_2",3,17
67,1,1,1,1,"level_2",3,17
68,1,1,1,1,"level_2",3,17
69,2,1,1,3,"level_2",3,19
70,1,1,1,1,"level_2",3,17
71,1,1,1,1,"level_2",3,17
72,2,1,1,3,"level_2",3,19
73,4,1,1,2,"level_2",3,20
74,1,1,1,1,"level_2",3,17
75,2,1,1,3,"level_2",3,19
76,3,1,1,4,"level_2",3,18
77,3,1,1,4,"level_2",3,18
78,2,1,1,3,"level_2",3,19
79,1,1,1,1,"level_2",3,17
80,4,1,1,2,"level_2",3,20
81,2,1,1,3,"level_2",3,19
82,1,1,1,1,"level_2",3,17
