"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,2,1,1,1,"level_2",4,26
2,5,1,1,2,"level_2",4,27
3,4,1,1,3,"level_2",4,29
4,4,1,1,3,"level_2",4,29
5,5,1,1,2,"level_2",4,27
6,5,1,1,2,"level_2",4,27
7,1,1,1,4,"level_2",4,30
8,2,1,1,1,"level_2",4,26
9,4,1,1,3,"level_2",4,29
10,3,1,1,5,"level_2",4,28
11,4,1,1,3,"level_2",4,29
12,4,1,1,3,"level_2",4,29
13,1,1,1,4,"level_2",4,30
14,1,1,1,4,"level_2",4,30
15,3,1,1,5,"level_2",4,28
16,1,1,1,4,"level_2",4,30
17,1,1,1,4,"level_2",4,30
18,5,1,1,2,"level_2",4,27
19,3,1,1,5,"level_2",4,28
20,4,1,1,3,"level_2",4,29
21,3,1,1,5,"level_2",4,28
22,2,1,1,1,"level_2",4,26
23,5,1,1,2,"level_2",4,27
24,2,1,1,1,"level_2",4,26
25,4,1,1,3,"level_2",4,29
26,4,1,1,3,"level_2",4,29
27,6,1,1,6,"level_2",4,25
28,5,1,1,2,"level_2",4,27
29,4,1,1,3,"level_2",4,29
30,3,1,1,5,"level_2",4,28
31,4,1,1,3,"level_2",4,29
32,5,1,1,2,"level_2",4,27
33,3,1,1,5,"level_2",4,28
34,6,1,1,6,"level_2",4,25
35,4,1,1,3,"level_2",4,29
36,6,1,1,6,"level_2",4,25
37,1,1,1,4,"level_2",4,30
38,4,1,1,3,"level_2",4,29
39,4,1,1,3,"level_2",4,29
40,2,1,1,1,"level_2",4,26
41,2,1,1,1,"level_2",4,26
42,3,1,1,5,"level_2",4,28
43,4,1,1,3,"level_2",4,29
44,5,1,1,2,"level_2",4,27
45,3,1,1,5,"level_2",4,28
46,1,1,1,4,"level_2",4,30
47,3,1,1,5,"level_2",4,28
48,4,1,1,3,"level_2",4,29
49,6,1,1,6,"level_2",4,25
50,6,1,1,6,"level_2",4,25
51,3,1,1,5,"level_2",4,28
52,6,1,1,6,"level_2",4,25
53,6,1,1,6,"level_2",4,25
54,5,1,1,2,"level_2",4,27
55,5,1,1,2,"level_2",4,27
56,1,1,1,4,"level_2",4,30
57,2,1,1,1,"level_2",4,26
58,6,1,1,6,"level_2",4,25
59,2,1,1,1,"level_2",4,26
60,1,1,1,4,"level_2",4,30
61,5,1,1,2,"level_2",4,27
62,3,1,1,5,"level_2",4,28
63,6,1,1,6,"level_2",4,25
64,4,1,1,3,"level_2",4,29
65,4,1,1,3,"level_2",4,29
66,2,1,1,1,"level_2",4,26
67,1,1,1,4,"level_2",4,30
68,3,1,1,5,"level_2",4,28
69,6,1,1,6,"level_2",4,25
70,3,1,1,5,"level_2",4,28
71,1,1,1,4,"level_2",4,30
72,2,1,1,1,"level_2",4,26
73,1,1,1,4,"level_2",4,30
74,3,1,1,5,"level_2",4,28
75,3,1,1,5,"level_2",4,28
76,6,1,1,6,"level_2",4,25
77,5,1,1,2,"level_2",4,27
78,6,1,1,6,"level_2",4,25
79,1,1,1,4,"level_2",4,30
80,1,1,1,4,"level_2",4,30
81,3,1,1,5,"level_2",4,28
82,4,1,1,3,"level_2",4,29
83,1,1,1,4,"level_2",4,30
84,2,1,1,1,"level_2",4,26
85,3,1,1,5,"level_2",4,28
86,6,1,1,6,"level_2",4,25
87,6,1,1,6,"level_2",4,25
88,5,1,1,2,"level_2",4,27
89,3,1,1,5,"level_2",4,28
90,6,1,1,6,"level_2",4,25
91,3,1,1,5,"level_2",4,28
