"node_id","truth_micro","truth_macro","modified_top","modified_final","modified_top_source","official_top","official_final"
1,4,1,1,1,"level_2",1,1
2,2,1,2,2,"level_2",2,2
3,4,1,1,1,"level_2",1,1
4,5,1,3,3,"level_2",3,3
5,1,1,4,4,"level_2",4,4
6,2,1,2,2,"level_2",2,2
7,4,1,1,1,"level_2",1,1
8,4,1,1,1,"level_2",1,1
9,3,1,5,5,"level_2",5,5
10,5,1,3,3,"level_2",3,3
11,2,1,2,2,"level_2",2,2
12,2,1,2,2,"level_2",2,2
13,3,1,5,5,"level_2",5,5
14,1,1,4,4,"level_2",4,4
15,5,1,3,3,"level_2",3,3
16,4,1,1,1,"level_2",1,1
17,2,1,2,2,"level_2",2,2
18,4,1,1,1,"level_2",1,1
19,1,1,4,4,"level_2",4,4
20,3,1,5,5,"level_2",5,5
21,2,1,2,2,"level_2",2,2
22,2,1,2,2,"level_2",2,2
23,5,1,3,3,"level_2",3,3
24,3,1,5,5,"level_2",5,5
25,1,1,4,4,"level_2",4,4
26,2,1,2,2,"level_2",2,2
27,2,1,2,2,"level_2",2,2
28,6,1,6,6,"level_2",6,6
29,3,1,5,5,"level_2",5,5
30,5,1,3,3,"level_2",3,3
31,6,1,6,6,"level_2",6,6
32,1,1,4,4,"level_2",4,4
33,6,1,6,6,"level_2",6,6
34,4,1,1,1,"level_2",1,1
35,6,1,6,6,"level_2",6,6
36,5,1,3,3,"level_2",3,3
37,2,1,2,2,"level_2",2,2
38,5,1,3,3,"level_2",3,3
39,6,1,6,6,"level_2",6,6
40,3,1,5,5,"level_2",5,5
41,1,1,4,4,"level_2",4,4
42,2,1,2,2,"level_2",2,2
43,5,1,3,3,"level_2",3,3
44,3,1,5,5,"level_2",5,5
45,2,1,2,2,"level_2",2,2
46,2,1,2,2,"level_2",2,2
47,6,1,6,6,"level_2",6,6
48,6,1,6,6,"level_2",6,6
49,6,1,6,6,"level_2",6,6
50,4,1,1,1,"level_2",1,1
51,2,1,2,2,"level_2",2,2
52,4,1,1,1,"level_2",1,1
53,5,1,3,3,"level_2",3,3
54,4,1,1,1,"level_2",1,1
55,4,1,1,1,"level_2",1,1
56,3,1,5,5,"level_2",5,5
57,3,1,5,5,"level_2",5,5
58,3,1,5,5,"level_2",5,5
59,6,1,6,6,"level_2",6,6
60,6,1,6,6,"level_2",6,6
61,4,1,1,1,"level_2",1,1
62,6,1,6,6,"level_2",6,6
63,3,1,5,5,"level_2",5,5
64,6,1,6,6,"level_2",6,6
65,1,1,4,4,"level_2",4,4
66,6,1,6,6,"level_2",6,6
67,6,1,6,6,"level_2",6,6
68,5,1,3,3,"level_2",3,3
69,6,1,6,6,"level_2",6,6
70,1,1,4,4,"level_2",4,4
71,6,1,6,6,"level_2",6,6
72,3,1,5,5,"level_2",5,5
73,2,1,2,2,"level_2",2,2
74,5,1,3,3,"level_2",3,3
75,2,1,2,2,"level_2",2,2
76,1,1,4,4,"level_2",4,4
77,6,1,6,6,"level_2",6,6
78,4,1,1,1,"level_2",1,1
79,3,1,5,5,"level_2",5,5
80,2,1,2,2,"level_2",2,2
81,4,1,1,1,"level_2",1,1
82,3,1,5,5,"level_2",5,5
83,1,1,4,4,"level_2",4,4
84,5,1,3,3,"level_2",3,3
85,6,1,6,6,"level_2",6,6
86,1,1,4,4,"level_2",4,4
87,6,1,6,6,"level_2",6,6
88,6,1,6,6,"level_2",6,6
89,3,1,5,5,"level_2",5,5
90,4,1,1,1,"level_2",1,1
91,3,1,5,5,"level_2",5,5
92,6,1,6,6,"level_2",6,6
93,5,1,3,3,"level_2",3,3
94,4,1,1,1,"level_2",1,1
95,6,1,6,6,"level_2",6,6
96,6,1,6,6,"level_2",6,6
97,4,1,1,1,"level_2",1,1
98,1,1,4,4,"level_2",4,4
99,4,1,1,1,"level_2",1,1
100,6,1,6,6,"level_2",6,6
101,6,1,6,6,"level_2",6,6
102,1,1,4,4,"level_2",4,4
103,2,1,2,2,"level_2",2,2
104,1,1,4,4,"level_2",4,4
105,1,1,4,4,"level_2",4,4
106,5,1,3,3,"level_2",3,3
107,2,1,2,2,"level_2",2,2
108,1,1,4,4,"level_2",4,4
109,3,1,5,5,"level_2",5,5
110,5,1,3,3,"level_2",3,3
111,3,1,5,5,"level_2",5,5
112,5,1,3,3,"level_2",3,3
113,1,1,4,4,"level_2",4,4
114,1,1,4,4,"level_2",4,4
115,5,1,3,3,"level_2",3,3
116,6,1,6,6,"level_2",6,6
117,5,1,3,3,"level_2",3,3
118,1,1,4,4,"level_2",4,4
119,3,1,5,5,"level_2",5,5
120,6,1,6,6,"level_2",6,6
121,6,1,6,6,"level_2",6,6
122,4,1,1,1,"level_2",1,1
123,4,1,1,1,"level_2",1,1
124,2,1,2,2,"level_2",2,2
125,2,1,2,2,"level_2",2,2
126,2,1,2,2,"level_2",2,2
127,6,1,6,6,"level_2",6,6
128,6,1,6,6,"level_2",6,6
129,6,1,6,6,"level_2",6,6
130,5,1,3,3,"level_2",3,3
131,3,1,5,5,"level_2",5,5
132,6,1,6,6,"level_2",6,6
133,5,1,3,3,"level_2",3,3
134,1,1,4,4,"level_2",4,4
135,3,1,5,5,"level_2",5,5
136,2,1,2,2,"level_2",2,2
137,6,1,6,6,"level_2",6,6
138,6,1,6,6,"level_2",6,6
139,5,1,3,3,"level_2",3,3
140,3,1,5,5,"level_2",5,5
141,5,1,3,3,"level_2",3,3
142,4,1,1,1,"level_2",1,1
143,6,1,6,6,"level_2",6,6
144,1,1,4,4,"level_2",4,4
145,3,1,5,5,"level_2",5,5
146,6,1,6,6,"level_2",6,6
147,2,1,2,2,"level_2",2,2
148,5,1,3,3,"level_2",3,3
149,2,1,2,2,"level_2",2,2
150,3,1,5,5,"level_2",5,5
151,4,1,1,1,"level_2",1,1
152,2,1,2,2,"level_2",2,2
