1	5 
2	4 
3	1 
4	2 
5	1 
6	4 
7	2 
8	4 
9	2 
10	1 
11	1 
12	5 
13	1 
14	5 
15	5 
16	4 
17	3 
18	3 
19	5 
20	4 
21	5 
22	4 
23	1 
24	3 
25	2 
26	5 
27	1 
28	1 
29	1 
30	5 
31	2 
32	2 
33	3 
34	3 
35	4 
36	4 
37	4 
38	5 
39	5 
40	4 
41	1 
42	4 
43	4 
44	3 
45	2 
46	5 
47	3 
48	5 
49	4 
50	1 
51	5 
52	1 
53	1 
54	5 
55	5 
56	4 
57	2 
58	2 
59	4 
60	2 
61	4 
62	3 
63	5 
64	1 
65	1 
66	2 
67	5 
68	1 
69	1 
70	1 
71	4 
72	3 
73	4 
74	2 
75	5 
76	3 
77	2 
78	2 
79	1 
80	1 
81	1 
82	2 
83	4 
84	4 
85	4 
86	2 
87	3 
88	3 
89	4 
90	5 
91	4 
92	3 
93	4 
94	4 
95	5 
96	4 
97	2 
98	1 
99	5 
100	4 
101	3 
102	5 
103	1 
104	4 
105	4 
106	2 
107	5 
108	1 
109	4 
110	5 
111	1 
112	1 
113	4 
114	2 
115	4 
116	5 
117	1 
118	1 
119	3 
120	4 
121	1 
122	3 
123	4 
124	5 
125	5 
126	2 
127	1 
128	2 
129	3 
130	4 
131	2 
132	3 
133	1 
134	4 
135	5 
136	1 
137	4 
138	5 
139	2 
140	3 
141	3 
142	5 
143	4 
144	1 
145	2 
146	3 
147	5 
148	1 
149	4 
150	5 
151	1 
152	1 
153	5 
154	4 
155	5 
156	1 
157	2 
158	1 
159	4 
160	2 
161	1 
162	1 
163	1 
164	3 
165	4 
166	4 
167	4 
168	5 
169	5 
170	2 
171	4 
172	1 
173	2 
174	1 
175	4 
176	4 
177	5 
178	1 
179	1 
180	5 
181	5 
182	4 
183	4 
184	4 
185	1 
186	5 
187	1 
188	1 
189	1 
190	5 
191	1 
192	8 
193	7 
194	7 
195	7 
196	10 
197	8 
198	6 
199	10 
200	7 
201	8 
202	10 
203	8 
204	10 
205	6 
206	9 
207	10 
208	8 
209	8 
210	9 
211	9 
212	10 
213	10 
214	9 
215	7 
216	8 
217	10 
218	8 
219	6 
220	10 
221	8 
222	7 
223	10 
224	7 
225	9 
226	8 
227	6 
228	10 
229	10 
230	8 
231	10 
232	10 
233	9 
234	8 
235	8 
236	10 
237	9 
238	7 
239	9 
240	6 
241	9 
242	7 
243	8 
244	7 
245	10 
246	8 
247	6 
248	10 
249	8 
250	8 
251	9 
252	7 
253	6 
254	8 
255	9 
256	8 
257	10 
258	9 
259	6 
260	8 
261	10 
262	9 
263	8 
264	6 
265	6 
266	10 
267	10 
268	10 
269	8 
270	9 
271	7 
272	7 
273	10 
274	10 
275	7 
