"state_id","node_id","module_id","flow","name"
275,275,1,0.00504575386983665,"YPR110C"
642,642,1,0.00491747199178996,"YPL131W"
657,657,1,0.00487471136577439,"YNL178W"
119,119,1,0.00483195073975883,"YOL127W"
69,69,1,0.00483195073975883,"YIL021W"
666,666,1,0.004618147609681,"YLR378C"
133,133,1,0.004618147609681,"YJL063C"
665,665,1,0.004618147609681,"YBR283C"
781,781,1,0.00457538698366544,"YMR260C"
107,107,1,0.00453262635764987,"YNL284C"
652,652,1,0.00453262635764987,"YGL103W"
106,106,1,0.00453262635764987,"YGL123W"
64,64,1,0.00453262635764987,"YBR251W"
117,117,1,0.00444710510561874,"YNR037C"
653,653,1,0.00444710510561874,"YLR344W"
649,649,1,0.00444710510561874,"YIL018W"
641,641,1,0.00444710510561874,"YOR063W"
1506,1506,1,0.00444710510561874,"YEL050C"
116,116,1,0.00444710510561874,"YGR220C"
115,115,1,0.00444710510561874,"YDL136W"
113,113,1,0.00444710510561874,"YDL191W"
110,110,1,0.00444710510561874,"YGR034W"
109,109,1,0.00444710510561874,"YOL040C"
136,136,1,0.00436158385358761,"YPL183W-A"
124,124,1,0.00431882322757204,"YDR041W"
230,230,1,0.00414778072350978,"YJR113C"
679,679,1,0.00406225947147865,"YML010W"
123,123,1,0.00401949884546309,"YBL038W"
682,682,1,0.00397673821944752,"YLR075W"
321,321,1,0.00389121696741639,"YGL068W"
125,125,1,0.00384845634140083,"YHL015W"
638,638,1,0.00367741383733857,"YJR123W"
869,869,1,0.00265115881296502,"YBL092W"
930,930,1,0.0024373556828872,"YBR257W"
24,24,1,0.0024373556828872,"YPR010C"
866,866,1,0.00235183443085607,"YBR084C-A"
927,927,1,0.00235183443085607,"YBL027W"
926,926,1,0.0023090738048405,"YJR145C"
293,293,1,0.0023090738048405,"YHR203C"
285,285,1,0.0023090738048405,"YKL009W"
671,671,1,0.00226631317882494,"YDR237W"
1056,1056,1,0.00222355255280937,"YGR283C"
22,22,1,0.00222355255280937,"YOR116C"
40,40,1,0.00222355255280937,"YOR207C"
1010,1010,1,0.00222355255280937,"YMR310C"
697,697,1,0.00213803130077824,"YNL306W"
55,55,1,0.00209527067476268,"YOR341W"
108,108,1,0.00200974942273155,"YML025C"
618,618,1,0.00188146754468485,"YHR147C"
143,143,1,0.00188146754468485,"YDR116C"
502,502,1,0.00183870691866929,"YMR158W"
670,670,1,0.00183870691866929,"YDL061C"
15,15,1,0.00183870691866929,"YDL140C"
672,672,1,0.00183870691866929,"YPR166C"
674,674,1,0.00183870691866929,"YLR388W"
654,654,1,0.00179594629265372,"YGR085C"
664,664,1,0.00179594629265372,"YBR048W"
656,656,1,0.00179594629265372,"YPR102C"
643,643,1,0.00179594629265372,"YGL147C"
647,647,1,0.00179594629265372,"YJL190C"
645,645,1,0.00179594629265372,"YLR367W"
644,644,1,0.00179594629265372,"YNL067W"
112,112,1,0.00175318566663816,"YMR188C"
650,650,1,0.00175318566663816,"YDR025W"
156,156,1,0.00175318566663816,"YOR151C"
659,659,1,0.0017104250406226,"YBR031W"
660,660,1,0.0017104250406226,"YER117W"
658,658,1,0.0017104250406226,"YKL180W"
655,655,1,0.0017104250406226,"YJL177W"
128,128,1,0.0017104250406226,"YML026C"
135,135,1,0.0017104250406226,"YKL170W"
651,651,1,0.0017104250406226,"YNL177C"
648,648,1,0.0017104250406226,"YDR012W"
661,661,1,0.0017104250406226,"YBL087C"
635,635,1,0.0017104250406226,"YDR450W"
683,683,1,0.00166766441460703,"YJL191W"
634,634,1,0.00166766441460703,"YNL081C"
637,637,1,0.00166766441460703,"YCR031C"
915,915,1,0.00162490378859147,"YIL133C"
368,368,1,0.00162490378859147,"YOR150W"
120,120,1,0.0015821431625759,"YLR340W"
885,885,1,0.0015821431625759,"YNL069C"
1193,1193,1,0.00153938253656034,"YPL212C"
903,903,1,0.00153938253656034,"YDL083C"
877,877,1,0.00153938253656034,"YMR143W"
686,686,1,0.00149662191054477,"YPL220W"
1229,1229,1,0.00149662191054477,"YNL185C"
675,675,1,0.00149662191054477,"YDR418W"
954,954,1,0.00149662191054477,"YGR118W"
342,342,1,0.00149662191054477,"YEL054C"
689,689,1,0.00149662191054477,"YGL135W"
920,920,1,0.00149662191054477,"YNL292W"
712,712,1,0.00145386128452921,"YDL202W"
1182,1182,1,0.00145386128452921,"YGL063W"
639,639,1,0.00145386128452921,"YNR036C"
1210,1210,1,0.00145386128452921,"YDR117C"
1131,1131,1,0.00145386128452921,"YFL001W"
640,640,1,0.00145386128452921,"YPR132W"
1203,1203,1,0.00136834003249808,"YNL244C"
835,835,1,0.00136834003249808,"YML009C"
794,794,1,0.00132557940648251,"YER170W"
964,964,1,0.00132557940648251,"YBL091C"
941,941,1,0.00132557940648251,"YLR244C"
790,790,1,0.00132557940648251,"YDR226W"
784,784,1,0.00132557940648251,"YKL024C"
2127,2127,1,0.00124005815445138,"YJR014W"
1043,1043,1,0.000513127512186778,"YGL030W"
1543,1543,1,0.000427606260155649,"YEL024W"
677,677,1,0.000427606260155649,"YPL198W"
842,842,1,0.000427606260155649,"YOR065W"
701,701,1,0.000427606260155649,"YGL076C"
696,696,1,0.000427606260155649,"YMR286W"
727,727,1,0.000342085008124519,"Q0105"
980,980,1,0.000299324382108954,"YDR086C"
1542,1542,1,4.27606260155649e-05,"YFR006W"
1479,1479,1,4.27606260155649e-05,"YER078C"
1573,1573,1,4.27606260155649e-05,"YLL029W"
2219,2219,1,4.27606260155649e-05,"YGR007W"
2232,2232,1,4.27606260155649e-05,"YGL017W"
2235,2235,1,4.27606260155649e-05,"YGR202C"
36,36,1,0.00248011630890276,"YDR101C"
192,192,1,0.00239459505687163,"YMR290C"
27,27,1,0.00235183443085607,"YER006W"
153,153,1,0.00235183443085607,"YGR103W"
91,91,1,0.00235183443085607,"YDR496C"
30,30,1,0.00226631317882494,"YHR052W"
160,160,1,0.00226631317882494,"YPR016C"
26,26,1,0.00222355255280937,"YPL093W"
47,47,1,0.00218079192679381,"YNL002C"
53,53,1,0.00218079192679381,"YPL012W"
57,57,1,0.00213803130077824,"YMR049C"
71,71,1,0.00196698879671598,"YOL077C"
170,170,1,0.00196698879671598,"YOR272W"
190,190,1,0.00188146754468485,"YNL061W"
43,43,1,0.00183870691866929,"YPL043W"
189,189,1,0.0017104250406226,"YOR206W"
38,38,1,0.00162490378859147,"YHR197W"
89,89,1,0.00162490378859147,"YKR081C"
42,42,1,0.00145386128452921,"YLL008W"
1808,1808,1,0.00136834003249808,"YNL110C"
376,376,1,0.00136834003249808,"YER126C"
249,249,1,0.00132557940648251,"YDL031W"
359,359,1,0.00132557940648251,"YPL211W"
49,49,1,0.00132557940648251,"YKL014C"
223,223,1,0.00124005815445138,"YGL111W"
299,299,1,0.00111177627640469,"YGR245C"
37,37,1,0.00111177627640469,"YOL041C"
972,972,1,0.00106901565038912,"YDR060W"
265,265,1,0.000983494398357992,"YKL172W"
426,426,1,0.000940733772342427,"YLR002C"
93,93,1,0.000897973146326862,"YDR087C"
348,348,1,0.000897973146326862,"YLR449W"
358,358,1,0.000897973146326862,"YNL182C"
1856,1856,1,0.000855212520311298,"YCL054W"
473,473,1,0.000769691268280168,"YFL002C"
1857,1857,1,0.000726930642264603,"YLR276C"
581,581,1,0.000684170016249038,"YLR106C"
994,994,1,0.000684170016249038,"YNR053C"
394,394,1,0.000684170016249038,"YDL051W"
85,85,1,0.000641409390233473,"YFR001W"
362,362,1,0.000598648764217908,"YBR142W"
1814,1814,1,0.000555888138202343,"YLR009W"
466,466,1,0.000555888138202343,"YHR170W"
462,462,1,0.000555888138202343,"YHR066W"
395,395,1,0.000513127512186778,"YER002W"
1268,1268,1,0.000427606260155649,"YCR072C"
1881,1881,1,0.000342085008124519,"YLR074C"
457,457,1,0.000256563756093389,"YGL099W"
1924,1924,1,0.000171042504062259,"YOR227W"
544,544,1,0.000128281878046695,"YHR085W"
554,554,1,8.55212520311297e-05,"YLL034C"
1247,1247,1,8.55212520311297e-05,"YBR267W"
611,611,1,8.55212520311297e-05,"YPL009C"
605,605,1,8.55212520311297e-05,"YAL025C"
1322,1322,1,4.27606260155649e-05,"YGR081C"
1913,1913,1,4.27606260155649e-05,"YKL082C"
2237,2237,1,4.27606260155649e-05,"YML005W"
2238,2238,1,4.27606260155649e-05,"YHR070W"
217,217,1,0.00312152569913623,"YBL004W"
333,333,1,0.00290772256905841,"YDL014W"
182,182,1,0.00256563756093389,"YNL132W"
243,243,1,0.0024373556828872,"YJL109C"
220,220,1,0.00226631317882494,"YGR090W"
95,95,1,0.00183870691866929,"YGR145W"
1,1,1,0.0017104250406226,"YLR197W"
79,79,1,0.00162490378859147,"YPL126W"
58,58,1,0.00153938253656034,"YLR409C"
253,253,1,0.00153938253656034,"YDR449C"
786,786,1,0.00149662191054477,"YHR148W"
1840,1840,1,0.00145386128452921,"YBR247C"
257,257,1,0.00136834003249808,"YER082C"
297,297,1,0.00136834003249808,"YDR324C"
550,550,1,0.00132557940648251,"YCL059C"
315,315,1,0.00132557940648251,"YKR060W"
1017,1017,1,0.00119729752843582,"YJR002W"
327,327,1,0.00115453690242025,"YLR129W"
616,616,1,0.00111177627640469,"YMR093W"
463,463,1,0.00106901565038912,"YMR128W"
277,277,1,0.00102625502437356,"YCR057C"
154,154,1,0.00102625502437356,"YGL019W"
1224,1224,1,0.00102625502437356,"YIL035C"
599,599,1,0.000983494398357992,"YLR186W"
12,12,1,0.000983494398357992,"YOR061W"
1111,1111,1,0.000940733772342427,"YPR144C"
430,430,1,0.000940733772342427,"YPL217C"
1171,1171,1,0.000940733772342427,"YDL148C"
63,63,1,0.000940733772342427,"YLR222C"
241,241,1,0.000897973146326862,"YDR299W"
2,2,1,0.000812451894295733,"YOR039W"
1854,1854,1,0.000812451894295733,"YGR128C"
519,519,1,0.000812451894295733,"YOR145C"
503,503,1,0.000726930642264603,"YLL011W"
617,617,1,0.000641409390233473,"YER127W"
