"state_id","node_id","module_id","flow","name"
1,1,1,0.102564102564103,"1"
2,2,1,0.0576923076923077,"2"
3,3,1,0.0641025641025641,"3"
4,4,1,0.0384615384615385,"4"
8,8,1,0.0256410256410256,"8"
10,10,1,0.0128205128205128,"10"
12,12,1,0.00641025641025641,"12"
13,13,1,0.0128205128205128,"13"
14,14,1,0.032051282051282,"14"
18,18,1,0.0128205128205128,"18"
20,20,1,0.0192307692307692,"20"
22,22,1,0.0128205128205128,"22"
5,5,2,0.0192307692307692,"5"
6,6,2,0.0256410256410256,"6"
7,7,2,0.0256410256410256,"7"
11,11,2,0.0192307692307692,"11"
17,17,2,0.0128205128205128,"17"
9,9,3,0.032051282051282,"9"
15,15,3,0.0128205128205128,"15"
16,16,3,0.0128205128205128,"16"
19,19,3,0.0128205128205128,"19"
21,21,3,0.0128205128205128,"21"
23,23,3,0.0128205128205128,"23"
24,24,3,0.032051282051282,"24"
25,25,3,0.0192307692307692,"25"
26,26,3,0.0192307692307692,"26"
27,27,3,0.0128205128205128,"27"
28,28,3,0.0256410256410256,"28"
29,29,3,0.0192307692307692,"29"
30,30,3,0.0256410256410256,"30"
31,31,3,0.0256410256410256,"31"
32,32,3,0.0384615384615385,"32"
33,33,3,0.0769230769230769,"33"
34,34,3,0.108974358974359,"34"
