"state_id","node_id","module_id","flow","name"
147,147,1,0.0363092695429304,"ATL"
131,131,1,0.0319521571977787,"ORD"
150,150,1,0.0295386586928663,"DEN"
44,44,1,0.0294745835113199,"DTW"
64,64,1,0.0283639470311832,"MSP"
37,37,1,0.0240495514737292,"CLT"
71,71,1,0.0198846646732166,"PHL"
10,10,1,0.017684750106792,"LAX"
155,155,1,0.0168304143528407,"PHX"
151,151,1,0.0163391712943187,"DFW"
124,124,1,0.0156770610850064,"IAH"
7,7,1,0.014438274241777,"EWR"
112,112,1,0.0141819735155916,"MCO"
161,161,1,0.0140111063648014,"SLC"
20,20,1,0.0139897479709526,"IAD"
5,5,1,0.0138829560017087,"LAS"
4,4,1,0.0129218282785134,"JFK"
18,18,1,0.0125373771892354,"SFO"
43,43,1,0.0124519436138402,"DCA"
57,57,1,0.0121315677061085,"LGA"
40,40,1,0.0117684750106792,"CVG"
174,174,1,0.0115976078598889,"MEM"
160,160,1,0.0114053823152499,"SEA"
2,2,1,0.0112131567706108,"BOS"
30,30,1,0.0105510465612986,"BWI"
36,36,1,0.00988893635198632,"CLE"
109,109,1,0.0093122597180692,"FLL"
80,80,1,0.00929090132422041,"STL"
114,114,1,0.00899188381033746,"TPA"
138,138,1,0.00826569841947885,"MCI"
74,74,1,0.00803075608714224,"RDU"
61,61,1,0.00794532251174711,"MKE"
17,17,1,0.00771038017941051,"PIT"
27,27,1,0.00762494660401537,"BNA"
6,6,1,0.00739000427167876,"MIA"
154,154,1,0.00728321230243485,"PDX"
54,54,1,0.00700555318240068,"IND"
153,153,1,0.00672789406236651,"MDW"
38,38,1,0.00659974369927381,"CMH"
65,65,1,0.00657838530542503,"MSY"
158,158,1,0.00657838530542503,"SAN"
159,159,1,0.00555318240068347,"SAT"
148,148,1,0.00553182400683468,"AUS"
25,25,1,0.00516873131140538,"BDL"
157,157,1,0.00499786416061512,"RSW"
173,173,1,0.00474156343442973,"JAX"
198,198,1,0.00435711234515164,"OAK"
152,152,1,0.00435711234515164,"HOU"
202,202,1,0.00431439555745408,"SJC"
146,146,1,0.0042930371636053,"ABQ"
29,29,1,0.00427167876975651,"BUF"
78,78,1,0.00412217001281504,"SDF"
142,142,1,0.00397266125587356,"OMA"
171,171,1,0.00386586928662964,"GRR"
162,162,1,0.00369500213583938,"SMF"
141,141,1,0.00369500213583938,"OKC"
68,68,1,0.00358821016659547,"ORF"
16,16,1,0.00350277659120034,"PBI"
478,478,1,0.00324647586501495,"DAL"
175,175,1,0.00313968389577104,"SJU"
100,100,1,0.00311832550192225,"PVD"
194,194,1,0.00309696710807347,"BUR"
87,87,1,0.0028193079880393,"ALB"
81,81,1,0.00275523280649295,"SYR"
101,101,1,0.00273387441264417,"ROC"
14,14,1,0.00273387441264417,"GEG"
140,140,1,0.00262708244340026,"MSN"
26,26,1,0.00262708244340026,"BHM"
75,75,1,0.00262708244340026,"RIC"
201,201,1,0.00260572404955147,"RNO"
42,42,1,0.00252029047415634,"DAY"
200,200,1,0.00252029047415634,"ONT"
145,145,1,0.00249893208030756,"TUL"
193,193,1,0.00243485689876121,"BOI"
163,163,1,0.00234942332336608,"SNA"
168,168,1,0.00234942332336608,"DSM"
164,164,1,0.00234942332336608,"TUS"
58,58,1,0.00230670653566852,"LIT"
51,51,1,0.00230670653566852,"HPN"
49,49,1,0.00228534814181973,"GSO"
35,35,1,0.00226398974797095,"CHS"
361,361,1,0.00217855617257582,"ELP"
99,99,1,0.00211448099102947,"MHT"
59,59,1,0.00202904741563434,"MDT"
84,84,1,0.00200768902178556,"TYS"
77,77,1,0.00179410508329774,"SAV"
48,48,1,0.00168731311405382,"GPT"
497,497,1,0.00164459632635626,"AZA"
55,55,1,0.00158052114480991,"JAN"
73,73,1,0.00155916275096113,"PWM"
86,86,1,0.00153780435711234,"XNA"
50,50,1,0.00151644596326356,"GSP"
368,368,1,0.001473729175566,"PSP"
56,56,1,0.00145237078171721,"LEX"
466,466,1,0.00145237078171721,"FAR"
137,137,1,0.00145237078171721,"CID"
166,166,1,0.00143101238786843,"ACY"
627,627,1,0.00143101238786843,"IFP"
31,31,1,0.00138829560017087,"CAE"
463,463,1,0.0013455788124733,"BIL"
369,369,1,0.00132422041862452,"SFB"
139,139,1,0.00128150363092695,"MLI"
52,52,1,0.00128150363092695,"HSV"
89,89,1,0.00126014523707817,"BTV"
21,21,1,0.00126014523707817,"ABE"
380,380,1,0.00123878684322939,"LGB"
15,15,1,0.00123878684322939,"ICT"
468,468,1,0.00123878684322939,"GRB"
190,190,1,0.00121742844938061,"STT"
156,156,1,0.00121742844938061,"PIE"
701,701,1,0.00117471166168304,"ENV"
72,72,1,0.00115335326783426,"PNS"
464,464,1,0.00115335326783426,"BZN"
79,79,1,0.00111063648013669,"SRQ"
467,467,1,0.00111063648013669,"FSD"
358,358,1,0.00106791969243913,"COS"
53,53,1,0.00106791969243913,"ILM"
66,66,1,0.00106791969243913,"MYR"
32,32,1,0.00102520290474156,"CAK"
499,499,1,0.000982486117043998,"HRL"
76,76,1,0.000982486117043998,"ROA"
169,169,1,0.000961127723195216,"FNT"
70,70,1,0.000961127723195216,"PHF"
362,362,1,0.000961127723195215,"FAT"
39,39,1,0.000939769329346433,"CRW"
143,143,1,0.00091841093549765,"SBN"
128,128,1,0.000897052541648868,"MAF"
557,557,1,0.000897052541648868,"MRY"
33,33,1,0.00083297736010252,"CHA"
96,96,1,0.000811618966253738,"ISP"
481,481,1,0.000811618966253738,"FWA"
82,82,1,0.000790260572404955,"TLH"
460,460,1,0.000790260572404955,"ATW"
1,1,1,0.000790260572404955,"BGR"
363,363,1,0.000790260572404955,"GJT"
167,167,1,0.000768902178556173,"BMI"
367,367,1,0.000768902178556173,"MTJ"
176,176,1,0.000768902178556172,"UTM"
9,9,1,0.00074754378470739,"TEB"
187,187,1,0.000726185390858607,"LBB"
144,144,1,0.000726185390858607,"SGF"
483,483,1,0.000726185390858607,"LAN"
565,565,1,0.000704826997009825,"SBA"
480,480,1,0.000704826997009825,"EVV"
479,479,1,0.000683468603161042,"ECP"
83,83,1,0.000683468603161042,"TRI"
24,24,1,0.000683468603161042,"AVP"
553,553,1,0.000683468603161042,"MFR"
484,484,1,0.000683468603161042,"LNK"
465,465,1,0.000683468603161042,"DLH"
487,487,1,0.000683468603161042,"PIA"
183,183,1,0.000683468603161042,"AMA"
371,371,1,0.000683468603161042,"BLI"
561,561,1,0.00066211020931226,"PSC"
372,372,1,0.00066211020931226,"EUG"
365,365,1,0.000640751815463477,"JAC"
11,11,1,0.000640751815463477,"AEX"
496,496,1,0.000640751815463477,"RAP"
476,476,1,0.000619393421614694,"BIS"
85,85,1,0.000598035027765912,"VPS"
366,366,1,0.000598035027765912,"MFE"
23,23,1,0.000598035027765912,"AVL"
359,359,1,0.000576676633917129,"CRP"
473,473,1,0.000576676633917129,"MSO"
500,500,1,0.000576676633917129,"TWF"
470,470,1,0.000576676633917129,"IDA"
360,360,1,0.000555318240068347,"EGE"
563,563,1,0.000533959846219564,"RDM"
41,41,1,0.000533959846219564,"DAB"
489,489,1,0.000533959846219564,"RST"
34,34,1,0.000512601452370782,"CHO"
475,475,1,0.000512601452370782,"AZO"
504,504,1,0.000491243058521999,"CMI"
103,103,1,0.000491243058521999,"SCE"
485,485,1,0.000491243058521999,"LSE"
364,364,1,0.000469884664673217,"HDN"
63,63,1,0.000448526270824434,"MOB"
28,28,1,0.000448526270824434,"BTR"
471,471,1,0.000448526270824434,"MBS"
135,135,1,0.000448526270824434,"SHV"
546,546,1,0.000448526270824434,"FCA"
632,632,1,0.000448526270824434,"TOL"
104,104,1,0.000448526270824434,"SWF"
149,149,1,0.000427167876975651,"BKG"
13,13,1,0.000427167876975651,"ELM"
107,107,1,0.000427167876975651,"EYW"
469,469,1,0.000427167876975651,"GTF"
482,482,1,0.000427167876975651,"GFK"
123,123,1,0.000384451089278086,"GRK"
543,543,1,0.000384451089278086,"CWA"
498,498,1,0.000384451089278086,"BFL"
486,486,1,0.000363092695429304,"MQT"
22,22,1,0.000363092695429304,"AGS"
472,472,1,0.000363092695429304,"MOT"
490,490,1,0.000363092695429304,"TVC"
46,46,1,0.000341734301580521,"FAY"
641,641,1,0.000341734301580521,"CSG"
127,127,1,0.000341734301580521,"LFT"
130,130,1,0.000341734301580521,"MLU"
494,494,1,0.000341734301580521,"FRG"
501,501,1,0.000341734301580521,"BED"
477,477,1,0.000320375907731739,"COU"
93,93,1,0.000299017513882956,"HTS"
629,629,1,0.000299017513882956,"LRD"
186,186,1,0.000299017513882956,"LAW"
495,495,1,0.000299017513882956,"PTK"
548,548,1,0.000299017513882956,"HLN"
519,519,1,0.000299017513882956,"ASE"
97,97,1,0.000277659120034173,"ITH"
90,90,1,0.000277659120034173,"ERI"
379,379,1,0.000277659120034173,"BQN"
47,47,1,0.000277659120034173,"GNV"
115,115,1,0.000256300726185391,"ACT"
513,513,1,0.000256300726185391,"MHK"
570,570,1,0.000256300726185391,"SUN"
45,45,1,0.000256300726185391,"EWN"
121,121,1,0.000256300726185391,"CLL"
67,67,1,0.000256300726185391,"OAJ"
60,60,1,0.000234942332336608,"MGM"
184,184,1,0.000234942332336608,"FSM"
569,569,1,0.000234942332336608,"SPI"
542,542,1,0.000234942332336608,"CPR"
655,655,1,0.000234942332336608,"BRO"
633,633,1,0.000213583938487826,"YNG"
357,357,1,0.000213583938487826,"ABI"
126,126,1,0.000213583938487826,"LCH"
520,520,1,0.000213583938487826,"DRO"
172,172,1,0.000213583938487826,"GTR"
91,91,1,0.000213583938487826,"FLO"
552,552,1,0.000192225544639043,"LWS"
566,566,1,0.000192225544639043,"SBP"
102,102,1,0.000192225544639043,"SBY"
189,189,1,0.000192225544639043,"SPS"
461,461,1,0.000192225544639043,"GUC"
462,462,1,0.000192225544639043,"SWO"
696,696,1,0.000170867150790261,"SAF"
636,636,1,0.000170867150790261,"STS"
631,631,1,0.000170867150790261,"SCK"
136,136,1,0.000170867150790261,"TYR"
69,69,1,0.000170867150790261,"PGV"
88,88,1,0.000170867150790261,"BGM"
188,188,1,0.000149508756941478,"SJT"
474,474,1,0.000149508756941478,"ABR"
376,376,1,0.000149508756941478,"PUW"
694,694,1,0.000149508756941478,"DBQ"
726,726,1,0.000149508756941478,"FLG"
560,560,1,0.000128150363092695,"PIH"
625,625,1,0.000128150363092695,"FNL"
555,555,1,0.000128150363092695,"MMH"
682,682,1,0.000128150363092695,"LEB"
706,706,1,0.000128150363092695,"SCF"
551,551,1,0.000128150363092695,"LMT"
541,541,1,0.000128150363092695,"COD"
92,92,1,0.000128150363092695,"HHH"
381,381,1,0.000128150363092695,"PSE"
98,98,1,0.000128150363092695,"LYH"
510,510,1,0.000128150363092695,"SUS"
111,111,1,0.000128150363092695,"LWB"
185,185,1,0.000128150363092695,"GGG"
492,492,1,0.000128150363092695,"EFD"
192,192,1,0.000128150363092695,"TXK"
728,728,1,0.000106791969243913,"AST"
733,733,1,0.000106791969243913,"ONP"
628,628,1,0.000106791969243913,"ISO"
558,558,1,0.000106791969243913,"OTH"
514,514,1,0.000106791969243913,"PVU"
674,674,1,8.54335753951303e-05,"SUX"
640,640,1,8.54335753951303e-05,"CEF"
488,488,1,8.54335753951303e-05,"PLN"
699,699,1,8.54335753951303e-05,"LUK"
94,94,1,8.54335753951303e-05,"HVN"
708,708,1,8.54335753951303e-05,"TRM"
619,619,1,8.54335753951303e-05,"TBN"
620,620,1,8.54335753951303e-05,"TEX"
95,95,1,8.54335753951303e-05,"IPT"
622,622,1,8.54335753951303e-05,"VIS"
624,624,1,8.54335753951303e-05,"DHN"
568,568,1,8.54335753951303e-05,"SMX"
672,672,1,8.54335753951303e-05,"MSL"
544,544,1,8.54335753951303e-05,"EAU"
113,113,1,8.54335753951303e-05,"PKB"
535,535,1,8.54335753951303e-05,"BTM"
686,686,1,8.54335753951303e-05,"PVC"
731,731,1,8.54335753951303e-05,"HRO"
530,530,1,8.54335753951303e-05,"OWB"
692,692,1,8.54335753951303e-05,"BRL"
661,661,1,8.54335753951303e-05,"BJI"
693,693,1,8.54335753951303e-05,"DEC"
658,658,1,8.54335753951303e-05,"ALO"
695,695,1,8.54335753951303e-05,"ROW"
503,503,1,8.54335753951303e-05,"BQK"
698,698,1,6.40751815463477e-05,"BMG"
637,637,1,6.40751815463477e-05,"YKM"
643,643,1,6.40751815463477e-05,"LBE"
707,707,1,6.40751815463477e-05,"SDM"
717,717,1,6.40751815463477e-05,"LNS"
721,721,1,4.27167876975651e-05,"OGS"
736,736,1,4.27167876975651e-05,"STC"
681,681,1,4.27167876975651e-05,"IOW"
735,735,1,4.27167876975651e-05,"SLN"
734,734,1,4.27167876975651e-05,"PDT"
732,732,1,4.27167876975651e-05,"JBR"
688,688,1,4.27167876975651e-05,"PYM"
725,725,1,4.27167876975651e-05,"UIN"
724,724,1,4.27167876975651e-05,"SLK"
723,723,1,4.27167876975651e-05,"RUT"
119,119,1,4.27167876975651e-05,"BPT"
722,722,1,4.27167876975651e-05,"RKD"
702,702,1,4.27167876975651e-05,"ROG"
720,720,1,4.27167876975651e-05,"MWA"
122,122,1,4.27167876975651e-05,"DRT"
719,719,1,4.27167876975651e-05,"MSS"
718,718,1,4.27167876975651e-05,"MAZ"
716,716,1,4.27167876975651e-05,"IRK"
712,712,1,4.27167876975651e-05,"CGI"
711,711,1,4.27167876975651e-05,"AUG"
710,710,1,4.27167876975651e-05,"ART"
8,8,1,4.27167876975651e-05,"BJC"
539,539,1,4.27167876975651e-05,"CLD"
527,527,1,4.27167876975651e-05,"MCN"
606,606,1,4.27167876975651e-05,"MCE"
605,605,1,4.27167876975651e-05,"MBL"
601,601,1,4.27167876975651e-05,"JLN"
584,584,1,4.27167876975651e-05,"CVN"
567,567,1,4.27167876975651e-05,"SGU"
507,507,1,4.27167876975651e-05,"MQY"
559,559,1,4.27167876975651e-05,"PAH"
521,521,1,4.27167876975651e-05,"AHN"
556,556,1,4.27167876975651e-05,"MOD"
671,671,1,4.27167876975651e-05,"MCW"
554,554,1,4.27167876975651e-05,"MKG"
528,528,1,4.27167876975651e-05,"MKL"
531,531,1,4.27167876975651e-05,"FYV"
550,550,1,4.27167876975651e-05,"IYK"
536,536,1,4.27167876975651e-05,"CDC"
545,545,1,4.27167876975651e-05,"EKO"
538,538,1,4.27167876975651e-05,"CIC"
540,540,1,4.27167876975651e-05,"CMX"
621,621,1,4.27167876975651e-05,"VEL"
673,673,1,4.27167876975651e-05,"PIB"
666,666,1,4.27167876975651e-05,"FOD"
663,663,1,4.27167876975651e-05,"CIU"
662,662,1,4.27167876975651e-05,"BRD"
660,660,1,4.27167876975651e-05,"ATY"
659,659,1,4.27167876975651e-05,"APN"
647,647,1,4.27167876975651e-05,"VLD"
646,646,1,4.27167876975651e-05,"MEI"
645,645,1,4.27167876975651e-05,"RME"
635,635,1,4.27167876975651e-05,"EAT"
634,634,1,4.27167876975651e-05,"ALW"
491,491,1,4.27167876975651e-05,"LJN"
618,618,1,4.27167876975651e-05,"SVC"
518,518,1,2.13583938487826e-05,"PNE"
506,506,1,2.13583938487826e-05,"LCK"
502,502,1,2.13583938487826e-05,"BKL"
689,689,1,2.13583938487826e-05,"RIL"
703,703,1,2.13583938487826e-05,"GYY"
687,687,1,2.13583938487826e-05,"PWK"
626,626,1,2.13583938487826e-05,"FTW"
683,683,1,2.13583938487826e-05,"MPV"
737,737,1,2.13583938487826e-05,"STJ"
744,744,1,2.13583938487826e-05,"FXE"
195,195,1,0.00320375907731738,"HNL"
199,199,1,0.00205040580948313,"OGG"
196,196,1,0.00100384451089278,"KOA"
197,197,1,0.000704826997009825,"LIH"
205,205,1,0.000405809483126869,"MKK"
204,204,1,0.000149508756941478,"LNY"
727,727,1,0.000149508756941478,"ITO"
203,203,1,8.54335753951303e-05,"JHM"
524,524,1,4.27167876975651e-05,"HNM"
526,526,1,4.27167876975651e-05,"LUP"
529,529,1,4.27167876975651e-05,"MUE"
738,738,1,4.27167876975651e-05,"PPG"
516,516,1,0.000875694147800085,"FRD"
12,12,1,0.000640751815463477,"BFI"
650,650,1,0.000598035027765912,"LKE"
653,653,1,0.000448526270824434,"RCE"
654,654,1,0.000448526270824434,"WSX"
651,651,1,0.000384451089278086,"LPS"
515,515,1,0.000320375907731739,"ESD"
649,649,1,0.000234942332336608,"KEH"
648,648,1,0.000149508756941478,"CLM"
652,652,1,0.000149508756941478,"PWT"
517,517,1,8.54335753951303e-05,"OTS"
630,630,1,0.000961127723195216,"PGD"
62,62,1,0.000427167876975651,"MLB"
642,642,1,0.000427167876975651,"IAG"
509,509,1,0.000384451089278086,"RFD"
132,132,1,0.000299017513882956,"PBG"
644,644,1,0.000256300726185391,"ORH"
547,547,1,0.000427167876975651,"GCC"
599,599,1,0.000384451089278086,"ISN"
615,615,1,0.000363092695429304,"SDY"
585,585,1,0.000320375907731738,"CYS"
564,564,1,0.000277659120034173,"RKS"
616,616,1,0.000277659120034173,"SHR"
580,580,1,0.000277659120034173,"BFF"
587,587,1,0.000234942332336608,"DIK"
608,608,1,0.000106791969243913,"MLS"
592,592,1,8.54335753951303e-05,"GDV"
572,572,1,0.000363092695429304,"BLD"
574,574,1,0.000341734301580521,"GCN"
575,575,1,0.000213583938487826,"PGA"
691,691,1,0.000213583938487826,"VGT"
573,573,1,0.000170867150790261,"DQR"
617,617,1,8.54335753951303e-05,"SOW"
576,576,1,4.27167876975651e-05,"SDX"
690,690,1,4.27167876975651e-05,"1G4"
577,577,1,2.13583938487826e-05,"TVL"
610,610,1,0.000277659120034173,"PIR"
581,581,1,0.000256300726185391,"CDR"
594,594,1,0.000256300726185391,"GRI"
607,607,1,0.000192225544639043,"MCK"
578,578,1,0.000170867150790261,"AIA"
595,595,1,0.000149508756941478,"HON"
588,588,1,8.54335753951303e-05,"EAR"
602,602,1,6.40751815463477e-05,"LBF"
191,191,1,0.000491243058521999,"STX"
639,639,1,0.000341734301580521,"VQS"
638,638,1,0.000213583938487826,"SIG"
740,740,1,0.000128150363092695,"JRV"
739,739,1,8.54335753951303e-05,"CPX"
505,505,1,0.000213583938487826,"GCK"
586,586,1,0.000192225544639043,"DDC"
612,612,1,0.000192225544639043,"PUB"
591,591,1,0.000149508756941478,"GBD"
597,597,1,0.000128150363092695,"HYS"
603,603,1,0.000128150363092695,"LBL"
677,677,1,0.000427167876975651,"ACK"
684,684,1,0.000256300726185391,"MVY"
715,715,1,0.000213583938487826,"HYA"
713,713,1,8.54335753951303e-05,"EWB"
614,614,1,0.000277659120034173,"RIW"
596,596,1,0.000256300726185391,"HVR"
533,533,1,0.000170867150790261,"LAR"
604,604,1,0.000128150363092695,"LWT"
623,623,1,0.000128150363092695,"WRL"
590,590,1,0.000299017513882956,"FMN"
582,582,1,0.000149508756941478,"CEZ"
611,611,1,0.000128150363092695,"PRC"
583,583,1,0.000106791969243913,"CNY"
579,579,1,8.54335753951303e-05,"ALS"
589,589,1,8.54335753951303e-05,"ELY"
598,598,1,8.54335753951303e-05,"IGM"
120,120,1,0.000341734301580521,"CKB"
105,105,1,0.000149508756941478,"BFD"
106,106,1,0.000128150363092695,"DUJ"
110,110,1,0.000128150363092695,"JHW"
108,108,1,0.000106791969243913,"FKL"
129,129,1,8.54335753951303e-05,"MGW"
493,493,1,0.000256300726185391,"FOE"
511,511,1,0.000192225544639043,"YIP"
512,512,1,0.000128150363092695,"ILG"
508,508,1,0.000106791969243913,"PSM"
532,532,1,0.000106791969243913,"LAF"
700,700,1,4.27167876975651e-05,"TCL"
697,697,1,2.13583938487826e-05,"AND"
177,177,1,0.000256300726185391,"GUM"
179,179,1,0.000128150363092695,"SPN"
178,178,1,8.54335753951303e-05,"ROP"
180,180,1,4.27167876975651e-05,"TIQ"
534,534,1,0.000234942332336608,"ACV"
562,562,1,0.000149508756941478,"RDD"
537,537,1,8.54335753951303e-05,"CEC"
170,170,1,0.000149508756941478,"GLH"
165,165,1,8.54335753951303e-05,"ABY"
675,675,1,6.40751815463477e-05,"TUP"
714,714,1,6.40751815463477e-05,"HGR"
613,613,1,0.000192225544639043,"RHI"
600,600,1,8.54335753951303e-05,"IWD"
669,669,1,0.000106791969243913,"INL"
667,667,1,0.000106791969243913,"HIB"
676,676,1,6.40751815463477e-05,"TVF"
665,665,1,0.000128150363092695,"ESC"
668,668,1,0.000128150363092695,"IMT"
571,571,1,0.000170867150790261,"YUM"
549,549,1,8.54335753951303e-05,"IPL"
523,523,1,0.000128150363092695,"CNM"
522,522,1,8.54335753951303e-05,"ALM"
525,525,1,4.27167876975651e-05,"HOB"
117,117,1,0.000128150363092695,"BHB"
133,133,1,8.54335753951303e-05,"PQI"
118,118,1,8.54335753951303e-05,"BKW"
134,134,1,8.54335753951303e-05,"SHD"
116,116,1,8.54335753951303e-05,"AOO"
125,125,1,8.54335753951303e-05,"JST"
593,593,1,8.54335753951303e-05,"GGW"
609,609,1,8.54335753951303e-05,"OLF"
664,664,1,8.54335753951303e-05,"DVL"
670,670,1,8.54335753951303e-05,"JMS"
729,729,1,8.54335753951303e-05,"ELD"
730,730,1,8.54335753951303e-05,"HOT"
678,678,1,4.27167876975651e-05,"AFK"
679,679,1,4.27167876975651e-05,"BEH"
680,680,1,4.27167876975651e-05,"EEN"
704,704,1,6.40751815463477e-05,"OPF"
705,705,1,4.27167876975651e-05,"ORL"
709,709,1,2.13583938487826e-05,"VNY"
19,19,1,8.54335753951303e-05,"VCT"
741,741,1,2.13583938487826e-05,"DWH"
685,685,1,8.54335753951303e-05,"OXC"
745,745,1,2.13583938487826e-05,"FPR"
657,657,1,6.40751815463477e-05,"NYL"
656,656,1,4.27167876975651e-05,"JQF"
337,337,2,0.00482699700982486,"OME"
320,320,2,0.00213583938487826,"UNK"
332,332,2,0.00113199487398548,"KKA"
341,341,2,0.00111063648013669,"SKK"
342,342,2,0.00106791969243913,"SMK"
330,330,2,0.00104656129859035,"GLV"
328,328,2,0.00104656129859035,"ELI"
333,333,2,0.00100384451089278,"KTS"
347,347,2,0.000982486117043998,"WBB"
349,349,2,0.00091841093549765,"WMO"
340,340,2,0.000790260572404955,"SHH"
346,346,2,0.000790260572404955,"WAA"
344,344,2,0.000768902178556173,"TLA"
343,343,2,0.000555318240068347,"SVA"
329,329,2,0.000491243058521999,"GAM"
345,345,2,0.000320375907731739,"TNC"
222,222,2,0.00519008970525417,"OTZ"
229,229,2,0.00123878684322939,"WTK"
221,221,2,0.00115335326783426,"ORV"
325,325,2,0.00115335326783426,"ABL"
348,348,2,0.00106791969243913,"WLK"
338,338,2,0.00102520290474156,"RDB"
331,331,2,0.000961127723195216,"IAN"
326,326,2,0.000875694147800085,"BKC"
339,339,2,0.000875694147800085,"SHG"
334,334,2,0.000811618966253738,"KVL"
336,336,2,0.000768902178556172,"OBU"
223,223,2,0.00066211020931226,"PHO"
327,327,2,0.000576676633917129,"DRG"
335,335,2,0.000128150363092695,"LUR"
214,214,2,0.0051473729175566,"FAI"
216,216,2,0.00155916275096113,"GAL"
272,272,2,0.000790260572404955,"HSL"
220,220,2,0.000790260572404955,"NUL"
217,217,2,0.000768902178556173,"KAL"
215,215,2,0.000726185390858607,"FYU"
275,275,2,0.00066211020931226,"KYU"
226,226,2,0.000576676633917129,"RBY"
282,282,2,0.000512601452370782,"TAL"
266,266,2,0.000491243058521999,"AKP"
273,273,2,0.000469884664673217,"HUS"
265,265,2,0.000448526270824434,"AET"
228,228,2,0.000427167876975651,"VEE"
283,283,2,0.000277659120034173,"WBQ"
269,269,2,0.000234942332336608,"BTT"
281,281,2,0.000234942332336608,"SVS"
267,267,2,0.000213583938487826,"ARC"
277,277,2,0.000170867150790261,"MNT"
279,279,2,0.000149508756941478,"RMP"
353,353,2,0.000149508756941478,"LMA"
225,225,2,0.000128150363092695,"PPC"
255,255,2,0.000128150363092695,"EAA"
271,271,2,0.000128150363092695,"CIK"
352,352,2,0.000128150363092695,"KBC"
264,264,2,8.54335753951303e-05,"A27"
