1	4 
2	5 
3	2 
4	3 
5	5 
6	2 
7	4 
8	5 
9	6 
10	1 
11	6 
12	1 
13	2 
14	5 
15	3 
16	6 
17	3 
18	6 
19	1 
20	5 
21	2 
22	4 
23	2 
24	6 
25	3 
26	1 
27	6 
28	1 
29	3 
30	2 
31	5 
32	6 
33	1 
34	6 
35	6 
36	6 
37	3 
38	6 
39	4 
40	6 
41	4 
42	1 
43	6 
44	5 
45	3 
46	2 
47	5 
48	2 
49	6 
50	1 
51	2 
52	2 
53	4 
54	3 
55	1 
56	4 
57	2 
58	3 
59	4 
60	1 
61	3 
62	5 
63	4 
64	1 
65	1 
66	5 
67	5 
68	2 
69	4 
70	5 
71	3 
72	6 
73	4 
74	6 
75	4 
76	2 
77	2 
78	3 
79	2 
80	3 
81	2 
82	2 
83	2 
84	1 
85	5 
86	3 
87	2 
88	3 
89	2 
90	2 
91	6 
92	3 
93	1 
94	1 
95	6 
96	6 
97	3 
98	4 
99	6 
100	1 
101	3 
102	1 
103	1 
104	1 
105	5 
106	5 
107	3 
108	4 
109	4 
110	4 
111	6 
112	2 
113	3 
114	6 
115	5 
116	5 
117	2 
118	6 
119	3 
120	5 
121	3 
122	1 
123	5 
124	6 
125	5 
126	1 
127	6 
128	6 
129	4 
130	4 
131	5 
132	5 
133	5 
134	2 
135	4 
136	4 
137	1 
138	3 
139	6 
140	4 
141	6 
142	2 
143	5 
144	4 
145	4 
146	4 
147	5 
148	3 
149	6 
150	5 
151	6 
152	5 
153	6 
154	2 
155	2 
156	6 
157	6 
158	2 
159	2 
160	6 
161	2 
162	6 
163	6 
164	6 
165	6 
166	6 
167	6 
168	6 
169	6 
170	6 
171	6 
172	6 
173	6 
174	6 
175	6 
176	8 
177	10 
178	10 
179	7 
180	10 
181	10 
182	9 
183	7 
184	10 
185	9 
186	7 
187	7 
188	7 
189	9 
190	9 
191	10 
192	9 
193	10 
194	8 
195	8 
196	9 
197	9 
198	9 
199	7 
200	9 
201	7 
202	9 
203	7 
204	7 
205	10 
206	8 
207	8 
208	9 
209	10 
210	7 
211	7 
212	8 
213	7 
214	10 
215	10 
216	7 
217	9 
218	10 
219	7 
220	7 
221	9 
222	9 
223	8 
224	8 
225	8 
226	10 
227	10 
228	8 
229	7 
230	7 
231	9 
232	9 
233	10 
234	8 
235	8 
236	8 
237	8 
238	7 
239	10 
240	9 
241	8 
242	10 
243	9 
244	10 
245	7 
246	7 
247	8 
248	9 
249	9 
250	7 
251	10 
252	8 
253	9 
254	8 
255	10 
256	10 
257	9 
258	7 
259	7 
260	7 
261	7 
262	10 
263	8 
264	9 
265	9 
266	7 
267	7 
268	7 
269	10 
270	10 
271	8 
272	8 
273	9 
274	7 
275	9 
276	8 
277	8 
278	10 
279	10 
280	8 
281	10 
282	7 
283	9 
284	10 
285	9 
286	7 
287	7 
288	7 
289	7 
290	7 
291	7 
292	7 
293	7 
294	7 
295	7 
296	7 
297	7 
298	11 
299	14 
300	17 
301	15 
302	13 
303	12 
304	13 
305	17 
306	16 
307	13 
308	12 
309	17 
310	15 
311	12 
312	12 
313	11 
314	12 
315	15 
316	11 
317	11 
318	14 
319	16 
320	17 
321	12 
322	16 
323	11 
324	15 
325	11 
326	14 
327	12 
328	15 
329	17 
330	14 
331	17 
332	15 
333	14 
334	11 
335	17 
336	12 
337	13 
338	15 
339	13 
340	14 
341	14 
342	14 
343	13 
344	15 
345	17 
346	11 
347	13 
348	12 
349	15 
350	11 
351	15 
352	12 
353	13 
354	13 
355	13 
356	13 
357	11 
358	15 
359	13 
360	15 
361	16 
362	13 
363	13 
364	14 
365	16 
366	11 
367	16 
368	14 
369	17 
370	14 
371	11 
372	17 
373	13 
374	13 
375	11 
376	15 
377	16 
378	16 
379	12 
380	16 
381	16 
382	11 
383	12 
384	14 
385	15 
386	17 
387	17 
388	12 
389	14 
390	17 
391	13 
392	11 
393	13 
394	14 
395	12 
396	15 
397	11 
398	12 
399	17 
400	14 
401	16 
402	14 
403	16 
404	15 
405	11 
406	13 
407	12 
408	15 
409	14 
410	14 
411	11 
412	16 
413	11 
414	11 
415	13 
416	11 
417	15 
418	17 
419	13 
420	11 
421	11 
422	11 
423	13 
424	16 
425	11 
426	12 
427	13 
428	14 
429	11 
430	17 
431	11 
432	11 
433	13 
434	17 
435	15 
436	15 
437	15 
438	11 
439	16 
440	17 
441	16 
442	17 
443	14 
444	16 
445	15 
446	11 
447	14 
448	13 
449	11 
450	16 
451	13 
452	16 
453	11 
454	11 
455	14 
456	16 
457	14 
458	12 
459	12 
460	14 
461	13 
462	16 
463	15 
464	17 
465	16 
466	11 
467	13 
468	11 
469	17 
470	12 
471	16 
472	17 
473	11 
474	16 
475	11 
476	15 
477	11 
478	13 
479	11 
480	16 
481	16 
482	17 
483	17 
484	12 
485	14 
486	11 
487	11 
488	15 
489	12 
490	11 
491	16 
492	11 
493	15 
494	15 
495	13 
496	14 
497	13 
498	14 
499	13 
500	14 
501	15 
502	13 
503	13 
504	15 
505	11 
506	13 
507	14 
508	15 
509	11 
510	13 
511	13 
512	14 
513	14 
514	13 
515	16 
516	16 
517	14 
518	11 
519	16 
520	14 
521	13 
522	11 
523	13 
524	13 
525	14 
526	15 
527	15 
528	11 
529	15 
530	11 
531	15 
532	11 
533	11 
534	11 
535	11 
536	15 
537	14 
538	14 
539	11 
540	11 
541	13 
542	23 
543	21 
544	22 
545	22 
546	25 
547	23 
548	22 
549	25 
550	21 
551	20 
552	18 
553	25 
554	24 
555	19 
556	21 
557	24 
558	21 
559	24 
560	18 
561	20 
562	23 
563	21 
564	18 
565	20 
566	18 
567	22 
568	20 
569	20 
570	22 
571	23 
572	20 
573	25 
574	18 
575	22 
576	25 
577	25 
578	25 
579	23 
580	21 
581	20 
582	19 
583	19 
584	19 
585	22 
586	21 
587	24 
588	22 
589	18 
590	19 
591	20 
592	24 
593	24 
594	21 
595	23 
596	23 
597	18 
598	22 
599	18 
600	19 
601	22 
602	19 
603	25 
604	23 
605	24 
606	19 
607	25 
608	25 
609	20 
610	24 
611	18 
612	18 
613	22 
614	19 
615	20 
616	24 
617	25 
618	19 
619	19 
620	24 
621	20 
622	22 
623	20 
624	19 
625	23 
626	23 
