"node_id","level_1","level_2","level_3","final_module"
1,1,1,1,1
2,1,1,2,2
3,1,1,3,3
4,1,1,4,4
5,1,1,5,5
6,1,1,6,6
7,1,1,7,7
8,1,1,8,8
9,1,1,9,9
10,1,1,6,6
11,1,1,10,10
12,1,1,2,2
13,1,1,9,9
14,1,1,11,11
15,1,1,3,3
16,1,1,12,12
17,1,1,13,13
18,1,1,14,14
19,1,1,15,15
20,1,1,16,16
21,1,1,17,17
22,1,1,10,10
23,1,1,16,16
24,1,1,14,14
25,1,1,14,14
26,1,1,18,18
27,1,1,10,10
28,1,1,19,19
29,1,1,6,6
30,1,1,7,7
31,1,1,20,20
32,1,1,17,17
33,1,1,9,9
34,1,1,21,21
35,1,1,3,3
36,1,1,18,18
37,1,1,22,22
38,1,1,23,23
39,1,1,20,20
40,1,1,11,11
41,1,1,23,23
42,1,1,18,18
43,1,1,7,7
44,1,1,20,20
45,1,1,21,21
46,1,1,15,15
47,1,1,11,11
48,1,1,7,7
49,1,1,12,12
50,1,1,24,24
51,1,1,7,7
52,1,1,9,9
53,1,1,2,2
54,1,1,14,14
55,1,1,14,14
56,1,1,15,15
57,1,1,13,13
58,1,1,11,11
59,1,1,4,4
60,1,1,2,2
61,1,1,25,25
62,1,1,4,4
63,1,1,4,4
64,1,1,20,20
65,1,1,1,1
66,1,1,26,26
67,1,1,27,27
68,1,1,14,14
69,1,1,28,28
70,1,1,29,29
71,1,1,28,28
72,1,1,26,26
73,1,1,30,30
74,1,1,11,11
75,1,1,13,13
76,1,1,5,5
77,1,1,30,30
78,1,1,19,19
79,1,1,12,12
80,1,1,20,20
81,1,1,15,15
82,1,1,4,4
83,1,1,24,24
84,1,1,11,11
85,1,1,20,20
86,1,1,24,24
87,1,1,30,30
88,1,1,28,28
89,1,1,5,5
90,1,1,6,6
91,1,1,21,21
92,1,1,11,11
93,1,1,7,7
94,1,1,4,4
95,1,1,22,22
96,1,1,19,19
97,1,1,1,1
98,1,1,26,26
99,1,1,29,29
100,1,1,9,9
101,1,1,1,1
102,1,1,29,29
103,1,1,26,26
104,1,1,11,11
105,1,1,7,7
106,1,1,6,6
107,1,1,2,2
108,1,1,14,14
109,1,1,14,14
110,1,1,27,27
111,1,1,13,13
112,1,1,11,11
113,1,1,18,18
114,1,1,5,5
115,1,1,25,25
116,1,1,25,25
