1	18 
2	2 
3	20 
4	3 
5	5 
6	21 
7	26 
8	22 
9	30 
10	21 
11	12 
12	2 
13	30 
14	29 
15	20 
16	11 
17	9 
18	13 
19	24 
20	31 
21	23 
22	12 
23	31 
24	13 
25	13 
26	7 
27	12 
28	25 
29	21 
30	26 
31	14 
32	23 
33	30 
34	27 
35	20 
36	7 
37	15 
38	17 
39	14 
40	29 
41	17 
42	7 
43	26 
44	14 
45	27 
46	24 
47	29 
48	26 
49	11 
50	28 
51	26 
52	30 
53	2 
54	13 
55	13 
56	24 
57	9 
58	29 
59	3 
60	2 
61	16 
62	3 
63	3 
64	14 
65	18 
66	19 
67	8 
68	13 
69	4 
70	1 
71	4 
72	19 
73	10 
74	29 
75	9 
76	5 
77	10 
78	25 
79	11 
80	14 
81	24 
82	3 
83	28 
84	29 
85	14 
86	28 
87	10 
88	4 
89	5 
90	21 
91	27 
92	29 
93	26 
94	3 
95	15 
96	25 
97	18 
98	19 
99	1 
100	30 
101	18 
102	1 
103	19 
104	29 
105	26 
106	21 
107	2 
108	13 
109	13 
110	8 
111	9 
112	29 
113	7 
114	5 
115	16 
116	16 
117	1 
118	13 
119	21 
120	30 
121	3 
122	22 
123	31 
124	27 
125	21 
126	2 
127	4 
128	4 
129	26 
130	24 
131	3 
132	27 
133	4 
134	5 
135	9 
136	26 
137	21 
138	18 
139	24 
140	15 
141	18 
142	23 
143	20 
144	11 
145	1 
146	8 
147	21 
148	26 
149	27 
150	29 
151	28 
152	28 
153	5 
154	8 
155	14 
156	15 
157	18 
158	17 
159	20 
160	30 
161	21 
162	23 
163	10 
164	23 
165	5 
166	14 
167	3 
168	18 
169	15 
170	14 
171	7 
172	18 
173	1 
174	10 
175	19 
176	26 
177	30 
178	17 
179	27 
180	31 
181	17 
182	30 
183	27 
184	17 
185	18 
186	27 
187	6 
188	11 
189	16 
190	12 
191	16 
192	15 
193	15 
194	18 
195	17 
196	8 
197	20 
198	30 
199	31 
200	24 
201	21 
202	30 
203	14 
204	22 
205	15 
206	30 
207	17 
208	1 
209	31 
210	6 
211	31 
212	16 
213	10 
214	1 
215	7 
216	10 
217	4 
218	20 
219	1 
220	18 
221	30 
222	10 
223	8 
224	26 
225	6 
226	8 
227	15 
228	4 
229	16 
230	15 
231	6 
232	23 
233	22 
234	15 
235	28 
236	13 
237	23 
238	27 
239	17 
240	10 
241	28 
242	9 
243	25 
244	5 
245	19 
246	7 
247	30 
248	26 
249	29 
250	6 
251	1 
252	17 
253	19 
254	9 
255	28 
256	3 
257	24 
258	14 
259	17 
260	24 
261	14 
262	17 
263	29 
264	27 
265	3 
266	13 
267	23 
268	5 
269	31 
270	4 
271	19 
272	4 
273	29 
274	28 
275	13 
276	10 
277	12 
278	4 
279	6 
280	24 
281	22 
282	29 
283	1 
284	18 
285	10 
286	1 
287	9 
288	28 
289	6 
290	20 
291	16 
292	24 
293	12 
294	28 
295	20 
296	2 
297	5 
298	4 
299	12 
300	18 
301	22 
302	2 
303	9 
304	30 
305	5 
306	4 
307	22 
308	6 
309	16 
310	18 
311	7 
312	4 
313	2 
314	25 
315	16 
316	29 
317	4 
318	18 
319	21 
320	16 
321	4 
322	18 
323	26 
324	26 
325	2 
326	22 
327	18 
328	8 
329	18 
330	1 
331	2 
332	26 
333	30 
334	14 
335	23 
336	6 
337	15 
338	1 
339	10 
340	27 
341	2 
342	29 
343	24 
344	1 
345	9 
346	26 
347	8 
348	29 
349	16 
350	22 
351	5 
352	5 
353	2 
354	29 
355	19 
356	19 
357	27 
358	27 
359	16 
360	30 
361	15 
362	2 
363	20 
364	14 
365	6 
366	18 
367	1 
368	11 
369	21 
370	6 
371	18 
372	16 
373	31 
374	19 
375	28 
376	19 
377	9 
378	30 
379	7 
380	4 
381	25 
382	16 
383	22 
384	20 
385	28 
386	8 
387	6 
388	21 
389	19 
390	27 
391	19 
392	18 
393	9 
394	13 
395	12 
396	14 
397	3 
398	2 
399	7 
400	22 
401	4 
402	20 
403	3 
404	11 
405	11 
406	26 
407	14 
408	14 
409	22 
410	23 
411	12 
412	7 
413	20 
414	26 
415	5 
416	15 
417	18 
418	2 
419	3 
420	3 
421	15 
422	23 
423	19 
424	20 
425	10 
426	31 
427	31 
428	25 
429	21 
430	27 
431	10 
432	29 
433	17 
434	2 
435	12 
436	3 
437	15 
438	26 
439	18 
440	23 
441	22 
442	20 
443	29 
444	18 
445	8 
446	4 
447	7 
448	23 
449	22 
450	12 
451	9 
452	27 
453	21 
454	13 
455	21 
456	16 
457	17 
458	1 
459	26 
460	30 
461	28 
462	20 
463	30 
464	5 
465	6 
466	12 
467	2 
468	26 
469	11 
470	14 
471	24 
472	12 
473	6 
474	14 
475	13 
476	8 
477	18 
478	1 
479	16 
480	13 
481	10 
482	6 
483	1 
484	26 
485	11 
486	27 
487	9 
488	14 
489	31 
490	11 
491	6 
492	25 
493	7 
494	31 
495	22 
496	27 
497	18 
498	15 
499	6 
500	31 
501	11 
502	14 
503	15 
504	21 
505	12 
506	15 
507	29 
508	31 
509	26 
510	6 
511	15 
512	18 
513	12 
514	22 
515	3 
516	15 
517	14 
518	9 
519	6 
520	12 
521	25 
522	29 
523	13 
524	22 
525	4 
526	26 
527	18 
528	14 
529	21 
530	11 
531	8 
532	8 
533	28 
534	18 
535	29 
536	10 
537	22 
538	29 
539	24 
540	19 
541	10 
542	18 
543	31 
544	23 
545	18 
546	30 
547	2 
548	23 
549	4 
550	27 
551	10 
552	20 
553	30 
554	30 
555	21 
556	1 
557	19 
558	13 
559	22 
560	28 
561	3 
562	29 
563	10 
564	14 
565	26 
566	24 
567	23 
568	1 
569	11 
570	25 
571	15 
572	13 
573	22 
574	17 
575	12 
576	15 
577	11 
578	25 
579	9 
580	14 
581	5 
582	5 
583	26 
584	26 
585	7 
586	13 
587	14 
588	2 
589	25 
590	22 
591	10 
592	13 
593	22 
594	16 
595	23 
596	18 
597	8 
598	29 
599	31 
600	22 
601	7 
602	1 
603	27 
604	1 
605	7 
606	25 
607	18 
608	24 
609	27 
610	7 
611	12 
612	28 
613	25 
614	1 
615	23 
616	23 
617	30 
618	21 
619	12 
620	24 
621	25 
622	9 
623	31 
624	30 
625	2 
626	3 
627	4 
628	15 
629	15 
630	12 
631	1 
632	17 
633	17 
634	18 
635	5 
636	1 
637	26 
638	8 
639	29 
640	23 
641	5 
642	4 
643	3 
644	8 
645	14 
646	22 
647	12 
648	7 
649	22 
650	24 
651	4 
652	10 
653	18 
654	22 
655	24 
656	17 
657	26 
658	5 
659	11 
660	14 
661	19 
662	4 
663	2 
664	11 
665	30 
666	18 
667	18 
668	30 
669	15 
670	4 
671	6 
672	22 
673	7 
674	6 
675	28 
676	9 
677	20 
678	10 
679	9 
680	28 
681	29 
682	10 
683	19 
684	2 
685	14 
686	9 
687	12 
688	5 
689	17 
690	18 
691	4 
692	8 
693	6 
694	17 
695	1 
696	29 
697	19 
698	26 
699	6 
700	30 
701	26 
702	28 
703	16 
704	10 
705	13 
706	29 
707	13 
708	19 
709	29 
710	6 
711	7 
712	31 
713	3 
714	13 
715	18 
716	2 
717	16 
718	14 
719	29 
720	30 
721	7 
722	29 
723	30 
724	7 
725	28 
726	27 
727	27 
728	24 
729	19 
730	26 
731	15 
732	19 
733	16 
734	11 
735	13 
736	2 
737	29 
738	16 
739	17 
740	13 
741	13 
742	1 
743	22 
744	4 
745	17 
746	21 
747	3 
748	31 
749	30 
750	24 
751	4 
752	23 
753	9 
754	7 
755	23 
756	9 
757	4 
758	29 
759	20 
760	17 
761	7 
762	7 
763	2 
764	20 
765	25 
766	13 
767	7 
768	7 
769	4 
770	4 
771	25 
772	7 
773	23 
774	13 
775	25 
776	28 
777	20 
778	8 
779	7 
780	18 
781	7 
782	2 
783	8 
784	29 
785	25 
786	13 
787	6 
788	7 
789	11 
790	22 
791	19 
792	29 
793	25 
794	1 
795	23 
796	31 
797	11 
798	31 
799	18 
800	9 
801	7 
802	18 
803	13 
804	25 
805	24 
806	20 
807	12 
808	22 
809	20 
810	15 
811	13 
812	31 
813	21 
814	5 
815	30 
816	23 
817	4 
818	8 
819	28 
820	22 
821	25 
822	16 
823	19 
824	11 
825	23 
826	14 
827	11 
828	16 
829	11 
830	3 
831	17 
832	27 
833	31 
834	14 
835	2 
836	11 
837	26 
838	31 
839	16 
840	1 
841	23 
842	28 
843	5 
844	11 
845	6 
846	22 
847	9 
848	27 
849	6 
850	1 
851	1 
852	10 
853	1 
854	17 
855	26 
856	9 
857	18 
858	10 
859	16 
860	15 
861	28 
862	12 
863	26 
864	17 
865	18 
866	4 
867	13 
868	28 
869	14 
870	14 
871	22 
872	7 
873	12 
874	17 
875	9 
876	12 
877	12 
878	7 
879	30 
880	17 
881	29 
882	29 
883	30 
884	22 
885	16 
886	7 
887	2 
888	10 
889	29 
890	10 
891	7 
892	10 
893	11 
894	1 
895	23 
896	2 
897	18 
898	29 
899	7 
900	11 
901	12 
902	2 
903	28 
904	26 
905	4 
906	7 
907	4 
908	13 
