"node_id","top_modificado","final_modificado","top_oficial","final_oficial"
1,1,1,1,3
2,1,1,1,3
3,2,2,3,83
4,3,3,8,193
5,3,4,2,33
6,3,5,4,108
7,3,5,4,108
8,4,6,13,240
9,5,7,7,177
10,3,8,2,62
11,3,4,2,33
12,1,1,1,3
13,4,9,13,238
14,2,10,3,88
15,3,11,1,1
16,3,12,3,87
17,3,13,1,4
18,5,14,7,171
19,6,15,7,173
20,5,16,7,185
21,3,11,1,7
22,3,11,1,1
23,7,17,5,125
24,3,11,1,1
25,4,9,13,238
26,1,18,1,2
27,1,18,1,2
28,3,5,4,108
29,3,5,4,108
30,1,18,1,2
31,3,13,1,4
32,3,12,3,87
33,3,19,2,60
34,2,10,3,88
35,3,11,1,1
36,1,18,1,2
37,1,18,1,2
38,1,18,1,2
39,3,20,2,39
40,3,11,1,1
41,4,6,13,240
42,1,18,1,2
43,1,18,1,2
44,3,21,2,32
45,3,5,4,108
46,1,1,1,3
47,1,18,1,2
48,2,22,3,92
49,1,18,1,2
50,2,23,3,89
51,8,24,11,219
52,7,25,5,143
53,1,18,1,2
54,9,26,10,207
55,3,11,1,1
56,3,8,2,62
57,1,18,1,2
58,1,1,1,3
59,1,27,1,12
60,10,28,9,200
61,3,29,8,198
62,2,2,3,83
63,1,1,1,3
64,3,11,1,1
65,2,23,3,89
66,7,17,5,125
67,2,2,3,83
68,5,30,7,172
69,3,11,1,1
70,2,31,3,95
71,1,18,1,2
72,1,32,1,22
73,8,24,11,219
74,10,33,9,201
75,11,34,6,160
76,2,23,3,89
77,6,35,7,186
78,5,36,7,170
79,1,1,1,3
80,2,23,3,89
81,8,24,11,219
82,1,37,1,11
83,10,28,9,200
84,7,25,5,143
85,1,18,1,2
86,3,38,2,40
87,7,39,5,126
88,1,32,1,22
89,1,18,1,2
90,4,9,13,238
91,1,18,1,2
92,3,40,2,65
93,1,18,1,2
94,2,23,3,89
95,1,1,1,3
96,3,41,1,9
97,5,36,7,170
98,7,39,5,126
99,6,15,7,173
100,2,23,3,89
101,1,27,1,12
102,2,10,3,88
103,3,42,2,70
104,3,5,4,109
105,9,43,10,206
106,3,11,1,1
107,3,11,1,1
108,3,11,1,1
109,3,11,1,1
110,3,11,1,1
111,4,6,13,240
112,3,11,1,1
113,3,11,1,1
114,3,44,2,52
